# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;2
2;1
3;2
4;3
5;3
6;4
7;1
8;4
9;1
10;2
11;3
12;4
13;2
14;1
15;3
16;2
17;4
18;3
19;1
20;2
21;4
22;3
23;4
24;1
25;2
26;3
27;1
28;4
29;1
30;2
31;3
32;4
33;1
34;1
35;2
36;3
37;2
38;4
39;1
40;2
41;3
42;3
43;4
44;4
45;1
46;1
47;2
48;2
49;3
50;3
51;4
52;4
53;1
54;2
55;3
56;4
57;4
58;1
59;1
60;2
61;2
62;3
63;4
64;1
65;3
66;4
67;2
68;1
69;3
70;2
71;3
72;4
73;1
74;2
75;3
76;4
77;1
78;4
79;2
80;3
81;1
82;2
83;3
84;4
85;3
86;1
87;2
88;4
89;3
90;4
91;1
92;2
93;3
94;1
95;2
96;3
97;4
98;1
99;4
100;1
101;2
102;2
103;3
104;3
105;4
106;4
107;1
108;2
