# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;4
3;2
4;3
5;5
6;1
7;4
8;5
9;2
10;3
11;1
12;4
13;2
14;5
15;3
16;1
17;2
18;4
19;3
20;5
21;1
22;2
23;3
24;4
25;4
26;5
27;1
28;2
29;3
30;5
31;1
32;4
33;2
34;3
35;5
36;1
37;2
38;5
39;1
40;2
41;3
42;3
43;4
44;4
45;5
46;5
47;1
48;1
49;2
50;2
51;3
52;4
53;5
54;3
55;4
56;1
57;5
58;1
59;2
60;3
61;4
62;2
63;5
64;3
65;4
66;1
67;2
68;5
69;1
70;2
71;3
72;4
73;1
74;3
75;2
76;4
77;3
78;5
79;1
80;4
81;2
82;3
83;5
84;1
85;2
86;3
87;4
88;4
89;5
90;5
91;1
92;1
93;2
94;3
95;4
96;2
97;3
98;4
99;5
100;1
101;5
102;1
103;2
104;3
105;2
106;4
107;3
108;5
109;2
110;4
111;3
112;4
113;5
114;5
115;1
116;2
117;3
118;1
119;2
120;4
121;3
122;5
123;4
124;5
125;1
126;2
127;1
128;2
129;3
130;3
131;4
132;4
133;5
134;5
135;1
136;1
137;2
138;2
139;3
140;4
141;5
142;3
143;1
144;4
145;3
146;5
147;1
148;2
149;3
150;4
151;5
152;1
153;2
154;3
155;4
156;4
157;5
158;5
159;1
160;2
161;3
162;4
163;1
164;2
165;3
166;4
167;5
168;1
169;2
170;5
171;3
172;1
173;2
174;4
175;5
176;3
177;4
178;5
179;1
180;2
