# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;4
2;5
3;1
4;2
5;3
6;1
7;2
8;4
9;5
10;3
11;4
12;1
13;2
14;3
15;4
16;5
17;1
18;2
19;5
20;3
21;4
22;5
23;1
24;1
25;2
26;3
27;2
28;3
29;1
30;2
31;4
32;5
33;3
34;4
35;5
36;1
37;1
38;2
39;2
40;3
41;4
42;5
43;1
44;3
45;2
46;4
47;5
48;3
49;4
50;1
51;2
52;3
53;4
54;5
55;5
56;1
57;3
58;4
59;2
60;3
61;5
62;1
63;2
64;3
65;4
66;5
67;4
68;1
69;2
70;5
71;3
72;1
73;4
74;2
75;5
76;3
77;4
78;1
79;5
80;1
81;2
82;2
83;5
84;3
85;1
86;2
87;3
88;4
89;4
90;5
91;5
92;1
93;2
94;3
95;4
96;1
97;2
98;3
99;4
100;5
101;5
102;1
103;1
104;2
105;3
106;2
107;4
108;3
109;2
110;3
111;4
112;4
113;5
114;5
115;1
116;1
117;2
118;2
119;3
120;3
121;4
122;4
123;5
124;1
125;2
126;5
127;1
128;2
129;3
130;3
131;4
132;5
133;1
134;4
135;5
