# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;1
4;2
5;3
6;4
7;3
8;4
9;5
10;6
11;1
12;5
13;2
14;3
15;4
16;5
17;6
18;6
19;1
20;1
21;2
22;3
23;4
24;2
25;3
26;4
27;5
28;5
29;6
30;1
31;2
32;3
33;6
34;4
35;5
36;6
37;1
38;1
39;2
40;3
41;2
42;3
43;4
44;5
45;6
46;4
47;5
48;1
49;2
50;6
51;1
52;2
53;3
54;4
55;3
56;5
57;6
58;1
59;2
60;3
61;4
62;4
63;5
64;6
65;5
66;1
67;2
68;3
69;6
70;4
71;5
72;6
73;1
74;2
75;3
76;4
77;1
78;5
79;6
80;1
81;2
82;3
83;2
84;4
85;5
86;6
87;1
88;3
89;2
90;3
91;4
92;4
93;5
94;5
95;6
96;6
97;1
98;2
99;3
100;1
101;2
102;3
103;4
104;4
105;5
106;5
107;6
108;6
109;1
110;2
111;1
112;3
113;2
114;3
115;4
116;4
117;5
118;6
119;5
120;1
121;2
122;6
123;3
124;4
125;1
126;2
127;5
128;3
129;6
130;4
131;1
132;2
133;5
134;3
135;4
136;6
137;5
138;1
139;2
140;3
141;6
142;4
143;5
144;6
145;1
146;2
147;3
148;4
149;1
150;2
151;3
152;5
153;6
154;1
155;4
156;2
157;3
158;4
159;5
160;5
161;6
162;1
163;2
164;6
165;1
166;2
167;3
168;4
169;3
170;5
171;6
172;1
173;2
174;3
175;4
176;4
177;5
178;6
179;5
180;6
181;1
182;2
183;3
184;4
185;5
186;1
187;6
188;2
189;1
190;3
191;2
192;4
193;5
194;3
195;6
196;4
197;5
198;1
199;6
200;2
201;3
202;4
203;5
204;6
205;1
206;1
207;2
208;2
209;3
210;4
211;3
212;4
213;5
214;6
215;5
216;6
