# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;5
2;4
3;5
4;2
5;2
6;4
7;2
8;4
9;5
10;3
11;4
12;1
13;2
14;1
15;3
16;4
17;2
18;6
19;1
20;4
21;1
22;4
23;6
24;6
25;5
26;3
27;3
28;5
29;4
30;1
31;1
32;6
33;2
34;5
35;4
36;2
37;5
38;1
39;3
40;6
41;5
42;2
43;1
44;1
45;3
46;5
47;5
48;6
49;3
50;6
51;4
52;2
53;6
54;1
55;6
56;4
57;2
58;6
59;1
60;1
61;2
62;4
63;2
64;6
65;6
66;3
67;2
68;5
69;2
70;2
71;1
72;4
73;4
74;5
75;3
76;3
77;1
78;1
79;3
80;5
81;3
82;6
83;5
84;2
85;4
86;1
87;4
88;5
89;2
90;5
91;2
92;3
93;2
94;4
95;6
96;4
97;6
98;6
99;5
100;3
101;1
102;3
103;4
104;2
105;6
106;5
107;5
108;1
109;5
110;2
111;6
112;2
113;5
114;5
115;4
116;1
117;1
118;5
119;3
120;3
121;6
122;3
123;1
124;1
125;1
126;5
127;4
128;4
129;4
130;2
131;6
132;3
133;6
134;3
135;2
136;6
137;3
138;6
139;4
140;2
141;4
142;1
143;1
144;3
145;6
146;4
147;6
148;2
149;3
150;6
151;2
152;5
153;5
154;6
155;3
156;1
157;3
158;3
159;3
160;4
161;1
162;5
