# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;3
2;2
3;5
4;4
5;4
6;3
7;3
8;6
9;1
10;3
11;6
12;5
13;1
14;6
15;5
16;3
17;2
18;4
19;6
20;1
21;6
22;3
23;6
24;1
25;2
26;2
27;5
28;5
29;4
30;1
31;2
32;2
33;1
34;3
35;4
36;3
37;4
38;2
39;3
40;4
41;1
42;5
43;1
44;5
45;5
46;6
47;5
48;3
49;6
50;6
51;2
52;1
53;3
54;1
55;4
56;2
57;2
58;4
59;5
60;3
61;5
62;5
63;1
64;5
65;6
66;3
67;1
68;1
69;5
70;4
71;6
72;4
73;6
74;4
75;2
76;3
77;2
78;3
79;2
80;4
81;2
82;3
83;2
84;6
85;1
86;1
87;4
88;5
89;2
90;5
91;6
92;4
93;2
94;5
95;3
96;2
97;6
98;1
99;6
100;5
101;4
102;1
103;4
104;1
105;4
106;3
107;6
108;6
