# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;4
3;4
4;2
5;1
6;1
7;2
8;5
9;4
10;3
11;3
12;2
13;5
14;6
15;4
16;3
17;6
18;5
19;6
20;6
21;6
22;5
23;6
24;4
25;1
26;6
27;1
28;1
29;5
30;6
31;4
32;2
33;3
34;3
35;2
36;3
37;5
38;6
39;2
40;4
41;6
42;6
43;3
44;1
45;2
46;1
47;1
48;3
49;3
50;1
51;5
52;5
53;4
54;1
55;3
56;1
57;2
58;1
59;2
60;6
61;5
62;2
63;4
64;6
65;3
66;3
67;1
68;2
69;3
70;5
71;3
72;4
73;5
74;4
75;2
76;2
77;3
78;3
79;6
80;5
81;5
82;4
83;1
84;6
85;4
86;1
87;4
88;5
89;5
90;6
91;4
92;6
93;2
94;5
95;2
96;2
97;3
98;1
99;6
100;1
101;5
102;4
103;3
104;4
105;2
106;2
107;4
108;5
