# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;2
2;3
3;2
4;3
5;4
6;1
7;2
8;1
9;1
10;3
11;1
12;1
13;2
14;3
15;2
16;2
17;4
18;4
19;1
20;4
21;4
22;4
23;3
24;4
25;3
26;4
27;1
28;1
29;4
30;2
31;3
32;3
33;2
34;1
35;4
36;2
37;1
38;3
39;2
40;1
41;4
42;3
43;2
44;3
45;4
46;4
47;3
48;1
49;2
50;3
51;2
52;4
53;3
54;1
55;2
56;2
57;1
58;3
59;2
60;2
61;3
62;4
63;1
64;4
65;2
66;3
67;4
68;1
69;1
70;4
71;2
72;4
73;3
74;4
75;1
76;4
77;1
78;2
79;3
80;3
81;4
82;1
83;2
84;3
85;1
86;1
87;2
88;4
89;1
90;4
91;3
92;2
93;4
94;1
95;1
96;2
97;3
98;1
99;2
100;4
101;1
102;3
103;3
104;4
105;4
106;2
107;1
108;2
109;3
110;2
111;3
112;3
113;4
114;4
115;1
116;2
117;2
118;4
119;3
120;3
121;4
122;1
123;2
124;1
125;3
126;1
127;4
128;2
129;3
130;1
131;2
132;3
133;4
134;1
135;2
136;3
137;4
138;2
139;1
140;1
141;2
142;3
143;4
144;3
