# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;4
3;5
4;1
5;2
6;3
7;4
8;5
9;2
10;3
11;4
12;1
13;5
14;1
15;2
16;3
17;2
18;4
19;5
20;3
21;4
22;1
23;5
24;2
25;3
26;1
27;4
28;2
29;3
30;4
31;5
32;1
33;2
34;3
35;5
36;1
37;5
38;1
39;2
40;2
41;3
42;3
43;4
44;4
45;5
46;5
47;1
48;1
49;2
50;2
51;3
52;4
53;3
54;5
55;1
56;4
57;5
58;2
59;1
60;2
61;3
62;4
63;5
64;3
65;4
66;1
67;2
68;3
69;5
70;4
71;1
72;2
73;3
74;4
75;5
76;1
77;1
78;2
79;2
80;3
81;3
82;4
83;5
84;4
85;5
86;1
87;2
88;1
89;3
90;4
91;2
92;3
93;4
94;5
95;1
96;2
97;5
98;1
99;3
100;2
101;4
102;3
103;4
104;5
105;1
106;2
107;5
108;3
109;2
110;3
111;4
112;5
113;4
114;1
115;5
116;2
117;3
118;1
119;4
120;5
121;1
122;2
123;3
124;2
125;4
126;3
127;4
128;5
129;5
130;1
131;1
132;2
133;3
134;4
135;2
136;3
137;5
138;4
139;5
140;1
141;1
142;2
143;3
144;4
145;5
146;3
147;1
148;4
149;5
150;1
151;2
152;2
153;3
154;3
155;4
156;4
157;5
158;5
159;1
160;2
161;1
162;2
163;3
164;3
165;4
166;5
167;1
168;2
169;4
170;5
171;3
172;1
173;4
174;5
175;2
176;3
177;1
178;2
179;4
180;5
