# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;5
3;2
4;3
5;4
6;1
7;5
8;1
9;2
10;3
11;4
12;2
13;5
14;1
15;3
16;4
17;2
18;3
19;3
20;4
21;4
22;5
23;5
24;1
25;1
26;2
27;2
28;3
29;4
30;3
31;5
32;1
33;4
34;2
35;5
36;1
37;1
38;2
39;2
40;3
41;3
42;4
43;5
44;4
45;5
46;1
47;2
48;1
49;2
50;3
51;3
52;4
53;4
54;5
55;5
56;4
57;5
58;1
59;2
60;3
61;1
62;2
63;3
64;4
65;4
66;5
67;5
68;1
69;1
70;2
71;3
72;2
73;3
74;4
75;2
76;5
77;3
78;4
79;5
80;1
81;1
82;2
83;2
84;3
85;3
86;4
87;4
88;5
89;5
90;1
