# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;2
2;1
3;2
4;3
5;4
6;5
7;3
8;4
9;5
10;1
11;2
12;1
13;3
14;4
15;5
16;2
17;1
18;2
19;3
20;3
21;4
22;4
23;5
24;5
25;1
26;2
27;3
28;4
29;1
30;2
31;5
32;3
33;1
34;2
35;4
36;5
37;3
38;1
39;4
40;5
41;1
42;2
43;2
44;3
45;3
46;4
47;5
48;1
49;4
50;5
51;1
52;2
53;2
54;3
55;3
56;4
57;5
58;4
59;1
60;2
61;5
62;1
63;2
64;3
65;3
66;4
67;4
68;5
69;1
70;5
71;2
72;1
73;4
74;3
75;4
76;5
77;1
78;2
79;5
80;1
81;3
82;4
83;2
84;5
85;1
86;2
87;3
88;4
89;3
90;4
91;5
92;1
93;5
94;2
95;3
96;4
97;5
98;1
99;1
100;2
101;3
102;4
103;5
104;1
105;2
106;3
107;2
108;3
109;4
110;4
111;5
112;1
113;5
114;2
115;1
116;2
117;3
118;3
119;4
120;4
121;5
122;5
123;1
124;2
125;3
126;1
127;2
128;4
129;3
130;5
131;1
132;2
133;3
134;4
135;5
136;4
137;1
138;2
139;3
140;5
141;1
142;2
143;4
144;3
145;1
146;5
147;1
148;2
149;3
150;4
151;5
152;1
153;2
154;2
155;3
156;3
157;4
158;4
159;5
160;5
161;1
162;1
163;2
164;3
165;4
166;5
167;2
168;3
169;1
170;2
171;4
172;5
173;1
174;2
175;3
176;4
177;5
178;3
179;4
180;1
181;2
182;3
183;5
184;1
185;2
186;4
187;3
188;5
189;1
190;4
191;5
192;1
193;2
194;3
195;2
196;4
197;3
198;5
199;1
200;2
201;4
202;5
203;3
204;1
205;2
206;4
207;3
208;5
209;4
210;5
211;1
212;2
213;1
214;3
215;4
216;5
217;2
218;3
219;3
220;4
221;4
222;5
223;5
224;1
225;2
226;1
227;2
228;3
229;3
230;4
231;4
232;5
233;1
234;2
235;3
236;5
237;4
238;1
239;2
240;3
241;4
242;5
243;5
244;1
245;2
246;1
247;3
248;4
249;5
250;2
251;1
252;2
253;3
254;4
255;5
256;1
257;2
258;3
259;4
260;3
261;5
262;1
263;2
264;3
265;4
266;4
267;5
268;1
269;5
270;2
271;3
272;1
273;2
274;3
275;4
276;5
277;4
278;1
279;5
280;1
281;2
282;3
283;4
284;5
285;1
286;2
287;2
288;3
289;4
290;5
291;1
292;2
293;5
294;1
295;2
296;3
297;4
298;3
299;5
300;4
301;1
302;2
303;5
304;1
305;2
306;3
307;3
308;4
309;5
310;4
311;1
312;5
313;2
314;1
315;2
316;3
317;4
318;3
319;5
320;1
321;4
322;5
323;1
324;2
325;2
326;3
327;4
328;3
329;5
330;4
331;1
332;5
333;1
334;2
335;3
336;4
337;5
338;1
339;2
340;3
341;2
342;4
343;5
344;1
345;2
346;3
347;3
348;4
349;4
350;5
351;5
352;1
353;2
354;3
355;1
356;4
357;5
358;2
359;3
360;4
