# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;4
2;1
3;5
4;1
5;2
6;3
7;2
8;3
9;4
10;5
11;1
12;2
13;4
14;3
15;4
16;5
17;5
18;1
19;2
20;3
21;1
22;4
23;2
24;5
25;1
26;2
27;3
28;4
29;3
30;4
31;5
32;1
33;2
34;5
35;3
36;1
37;2
38;3
39;5
40;4
41;1
42;5
43;2
44;1
45;3
46;2
47;3
48;4
49;5
50;1
51;2
52;3
53;4
54;5
55;1
56;4
57;2
58;3
59;5
60;4
61;1
62;2
63;5
64;1
65;3
66;4
67;2
68;5
69;1
70;3
71;2
72;4
73;3
74;4
75;5
76;1
77;1
78;2
79;3
80;4
81;5
82;2
83;3
84;4
85;5
86;1
87;1
88;2
89;2
90;3
91;3
92;4
93;4
94;5
95;1
96;5
97;2
98;1
99;3
100;2
101;3
102;4
103;5
104;1
105;4
106;2
107;3
108;5
109;2
110;3
111;4
112;4
113;5
114;5
115;1
116;1
117;2
118;3
119;4
120;5
121;2
122;3
123;4
124;5
125;1
126;1
127;2
128;3
129;2
130;4
131;5
132;1
133;2
134;3
135;4
136;5
137;3
138;1
139;4
140;5
141;2
142;3
143;1
144;4
145;3
146;5
147;1
148;2
149;3
150;4
151;5
152;4
153;1
154;5
155;2
156;3
157;1
158;4
159;5
160;1
161;2
162;2
163;3
164;4
165;5
166;1
167;2
168;3
169;4
170;3
171;4
172;5
173;5
174;1
175;2
176;1
177;3
178;2
179;4
180;5
