# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;5
3;2
4;6
5;3
6;7
7;4
8;1
9;2
10;5
11;6
12;3
13;4
14;5
15;7
16;6
17;1
18;2
19;7
20;1
21;2
22;3
23;4
24;3
25;5
26;6
27;7
28;1
29;2
30;4
31;5
32;3
33;6
34;7
35;4
36;1
37;2
38;6
39;7
40;3
41;1
42;2
43;4
44;5
45;6
46;3
47;7
48;4
49;1
50;2
51;3
52;5
53;6
54;7
55;4
56;1
57;2
58;3
59;5
60;6
61;7
62;1
63;2
64;3
65;4
66;5
67;4
68;6
69;7
70;1
71;5
72;2
73;3
74;4
75;7
76;5
77;6
78;1
79;2
80;7
81;3
82;1
83;4
84;5
85;2
86;6
87;7
88;1
89;2
90;3
91;4
92;3
93;5
94;4
95;5
96;6
97;6
98;7
99;1
100;7
101;2
102;3
103;1
104;4
105;2
106;5
107;3
108;6
109;1
110;4
111;2
112;5
113;3
114;4
115;5
116;6
117;6
118;7
119;7
120;1
121;2
122;3
123;1
124;2
125;4
126;3
127;4
128;5
129;6
130;5
131;6
132;7
133;7
134;1
135;1
136;2
137;2
138;3
139;4
140;5
141;3
142;4
143;6
144;7
145;2
146;3
147;4
148;5
149;5
150;6
151;7
152;6
153;7
154;1
155;1
156;2
157;2
158;3
159;4
160;5
161;6
162;7
163;1
164;3
165;4
166;2
167;3
168;5
169;4
170;6
171;5
172;7
173;1
174;2
175;3
176;4
177;6
178;5
179;7
180;1
181;3
182;6
183;4
184;7
185;1
186;2
187;3
188;5
189;6
190;4
191;5
192;7
193;6
194;7
195;1
196;2
197;3
198;4
199;1
200;2
201;3
202;5
203;4
204;6
205;5
206;7
207;6
208;1
209;2
210;7
211;1
212;2
213;3
214;4
215;5
216;6
217;7
218;1
219;2
220;4
221;5
222;3
223;4
224;5
225;6
226;6
227;7
228;7
229;1
230;2
231;1
232;3
233;2
234;4
235;3
236;5
237;4
238;5
239;6
240;6
241;7
242;7
243;1
244;1
245;2
246;2
247;3
248;4
249;5
250;6
251;3
252;7
