# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;5
2;1
3;2
4;1
5;2
6;3
7;4
8;3
9;5
10;4
11;5
12;1
13;1
14;2
15;3
16;2
17;3
18;4
19;3
20;4
21;5
22;4
23;1
24;5
25;1
26;2
27;2
28;3
29;3
30;4
31;5
32;1
33;4
34;5
35;1
36;2
37;2
38;3
39;1
40;2
41;3
42;4
43;4
44;5
45;1
46;5
47;2
48;3
49;1
50;4
51;2
52;3
53;5
54;4
55;4
56;5
57;1
58;5
59;1
60;2
61;3
62;4
63;5
64;2
65;3
66;1
67;4
68;2
69;5
70;1
71;2
72;3
73;3
74;2
75;4
76;3
77;4
78;5
79;1
80;2
81;3
82;5
83;4
84;1
85;5
86;2
87;3
88;4
89;1
90;5
