# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;3
2;4
3;1
4;4
5;2
6;3
7;1
8;4
9;3
10;1
11;4
12;1
13;3
14;3
15;3
16;1
17;2
18;3
19;4
20;1
21;2
22;3
23;2
24;2
25;3
26;1
27;4
28;2
29;2
30;1
31;4
32;2
33;3
34;4
35;1
36;2
37;4
38;1
39;4
40;1
41;2
42;3
43;2
44;3
45;4
46;4
47;1
48;2
49;1
50;2
51;3
52;4
53;1
54;3
55;4
56;4
57;1
58;2
59;3
60;1
61;1
62;3
63;3
64;1
65;2
66;2
67;3
68;3
69;4
70;1
71;4
72;2
73;1
74;2
75;3
76;1
77;2
78;3
79;4
80;1
81;2
82;3
83;4
84;1
85;3
86;2
87;1
88;4
89;3
90;1
91;2
92;4
93;3
94;1
95;2
96;3
97;4
98;4
99;1
100;1
101;2
102;3
103;2
104;4
105;2
106;2
107;4
108;2
109;1
110;2
111;3
112;3
113;4
114;1
115;2
116;4
117;3
118;1
119;4
120;1
121;4
122;2
123;3
124;3
125;4
126;4
127;4
128;1
129;2
130;3
131;2
132;1
133;2
134;4
135;3
136;4
137;3
138;4
139;1
140;2
141;1
142;4
143;2
144;3
