# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;3
4;4
5;4
6;5
7;1
8;5
9;2
10;1
11;2
12;3
13;3
14;4
15;5
16;1
17;4
18;2
19;3
20;4
21;5
22;1
23;5
24;1
25;2
26;3
27;2
28;3
29;4
30;4
31;5
32;1
33;5
34;2
35;1
36;3
37;5
38;2
39;1
40;3
41;4
42;5
43;2
44;3
45;1
46;2
47;4
48;3
49;4
50;5
51;5
52;1
53;1
54;2
55;2
56;3
57;4
58;3
59;4
60;5
61;1
62;5
63;1
64;2
65;2
66;3
67;4
68;5
69;3
70;4
71;1
72;2
73;1
74;3
75;4
76;2
77;5
78;1
79;3
80;4
81;5
82;2
83;3
84;1
85;4
86;5
87;1
88;2
89;2
90;3
91;4
92;5
93;1
94;2
95;3
96;4
97;3
98;5
99;1
100;4
101;5
102;2
103;3
104;4
105;1
106;2
107;5
108;3
109;4
110;5
111;1
112;2
113;3
114;2
115;4
116;3
117;4
118;5
119;5
120;1
121;1
122;2
123;2
124;3
125;4
126;3
127;4
128;5
129;5
130;1
131;1
132;2
133;2
134;3
135;3
136;4
137;5
138;1
139;4
140;2
141;5
142;3
143;4
144;1
145;5
146;3
147;4
148;1
149;5
150;1
151;2
152;2
153;3
154;3
155;4
156;5
157;4
158;5
159;1
160;2
161;1
162;2
163;3
164;4
165;3
166;4
167;5
168;5
169;1
170;2
171;1
172;3
173;2
174;4
175;3
176;4
177;5
178;5
179;1
180;2
