# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;3
4;4
5;4
6;3
7;5
8;3
9;2
10;4
11;1
12;2
13;2
14;6
15;6
16;5
17;5
18;1
19;1
20;6
21;3
22;3
23;4
24;5
25;5
26;6
27;6
28;1
29;4
30;6
31;3
32;5
33;4
34;2
35;2
36;1
37;2
38;1
39;5
40;6
41;1
42;2
43;3
44;4
45;6
46;2
47;3
48;6
49;1
50;5
51;4
52;5
53;6
54;3
55;1
56;2
57;1
58;4
59;3
60;6
61;4
62;2
63;4
64;1
65;3
66;5
67;2
68;5
69;6
70;1
71;6
72;3
73;3
74;4
75;2
76;5
77;1
78;5
79;6
80;2
81;3
82;3
83;4
84;2
85;6
86;3
87;1
88;6
89;2
90;4
91;1
92;6
93;5
94;4
95;5
96;5
97;4
98;5
99;4
100;1
101;1
102;2
103;3
104;4
105;2
106;3
107;5
108;6
