# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;1
3;2
4;2
5;3
6;4
7;3
8;4
9;1
10;2
11;1
12;2
13;3
14;4
15;3
16;1
17;4
18;1
19;2
20;2
21;3
22;3
23;4
24;4
25;1
26;2
27;3
28;1
29;4
30;1
31;2
32;2
33;3
34;4
35;3
36;4
37;1
38;1
39;2
40;2
41;3
42;3
43;4
44;1
45;4
46;1
47;2
48;2
49;3
50;3
51;4
52;4
53;1
54;2
55;1
56;3
57;4
58;2
59;1
60;3
61;4
62;1
63;2
64;3
65;4
66;2
67;1
68;2
69;3
70;3
71;4
72;4
73;1
74;2
75;3
76;4
77;1
78;2
79;1
80;3
81;4
82;2
83;3
84;1
85;4
86;2
87;3
88;1
89;2
90;3
91;4
92;4
93;1
94;2
95;3
96;4
97;1
98;2
99;3
100;4
101;1
102;2
103;1
104;2
105;3
106;3
107;4
108;1
109;4
110;2
111;1
112;2
113;3
114;3
115;4
116;4
117;1
118;2
119;1
120;3
121;4
122;1
123;2
124;2
125;3
126;3
127;4
128;4
129;1
130;1
131;2
132;2
133;3
134;3
135;4
136;1
137;2
138;3
139;4
140;1
141;4
142;2
143;3
144;4
145;1
146;1
147;2
148;2
149;3
150;4
151;3
152;4
153;1
154;2
155;3
156;4
157;1
158;1
159;2
160;2
161;3
162;4
163;3
164;4
165;1
166;2
167;1
168;2
169;3
170;3
171;4
172;4
173;1
174;2
175;1
176;3
177;2
178;4
179;1
180;3
181;4
182;1
183;2
184;3
185;2
186;3
187;4
188;4
189;1
190;1
191;2
192;3
193;4
194;1
195;2
196;3
197;2
198;4
199;3
200;4
201;1
202;2
203;3
204;1
205;4
206;1
207;2
208;3
209;4
210;1
211;2
212;3
213;4
214;2
215;3
216;4
217;1
218;1
219;2
220;3
221;2
222;3
223;4
224;4
225;1
226;1
227;2
228;3
229;4
230;1
231;2
232;2
233;3
234;4
235;1
236;3
237;4
238;1
239;2
240;2
241;3
242;3
243;4
244;4
245;1
246;1
247;2
248;2
249;3
250;4
251;1
252;2
253;3
254;4
255;3
256;4
257;1
258;1
259;2
260;2
261;3
262;4
263;3
264;1
265;2
266;4
267;3
268;4
269;1
270;1
271;2
272;2
273;3
274;3
275;4
276;4
277;1
278;2
279;1
280;2
281;3
282;3
283;4
284;1
285;4
286;2
287;3
288;4
