# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;5
2;4
3;3
4;2
5;4
6;3
7;5
8;6
9;5
10;3
11;2
12;1
13;1
14;1
15;1
16;1
17;2
18;5
19;3
20;6
21;6
22;1
23;1
24;2
25;4
26;5
27;3
28;5
29;6
30;4
31;1
32;2
33;5
34;4
35;6
36;6
37;6
38;1
39;2
40;5
41;4
42;1
43;2
44;4
45;3
46;5
47;4
48;3
49;5
50;2
51;3
52;4
53;5
54;6
55;5
56;3
57;6
58;1
59;5
60;6
61;2
62;1
63;3
64;1
65;3
66;1
67;3
68;1
69;4
70;4
71;1
72;2
73;3
74;4
75;5
76;3
77;6
78;1
79;2
80;3
81;5
82;4
83;6
84;3
85;6
86;6
87;3
88;2
89;3
90;4
91;6
92;2
93;5
94;4
95;2
96;5
97;6
98;5
99;1
100;1
101;2
102;2
103;3
104;1
105;4
106;2
107;5
108;4
109;2
110;3
111;1
112;2
113;6
114;4
115;5
116;5
117;6
118;3
119;2
120;2
121;5
122;6
123;1
124;4
125;3
126;3
127;4
128;2
129;6
130;1
131;5
132;5
133;2
134;1
135;6
136;4
137;4
138;5
139;6
140;1
141;6
142;1
143;2
144;4
145;3
146;2
147;6
148;5
149;6
150;4
151;5
152;1
153;6
154;2
155;4
156;2
157;3
158;4
159;3
160;3
161;6
162;4
