# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;7
2;1
3;2
4;1
5;2
6;3
7;4
8;5
9;3
10;4
11;5
12;6
13;6
14;7
15;7
16;1
17;1
18;2
19;3
20;4
21;2
22;5
23;3
24;4
25;5
26;6
27;6
28;7
29;1
30;6
31;2
32;3
33;4
34;7
35;1
36;2
37;3
38;4
39;5
40;6
41;7
42;1
43;5
44;6
45;7
46;2
47;1
48;2
49;3
50;3
51;4
52;4
53;5
54;5
55;6
56;7
57;5
58;6
59;7
60;1
61;1
62;2
63;2
64;3
65;3
66;4
67;4
68;5
69;6
70;5
71;6
72;7
73;1
74;7
75;1
76;2
77;3
78;2
79;3
80;4
81;4
82;4
83;5
84;6
85;7
86;5
87;1
88;2
89;3
90;6
91;4
92;7
93;1
94;5
95;6
96;2
97;7
98;3
99;1
100;2
101;4
102;5
103;6
104;7
105;3
106;1
107;2
108;3
109;4
110;3
111;4
112;5
113;5
114;6
115;6
116;7
117;1
118;7
119;1
120;2
121;3
122;4
123;2
124;3
125;4
126;5
127;6
128;5
129;6
130;7
131;7
132;1
133;1
134;2
135;2
136;3
137;4
138;5
139;2
140;3
141;6
142;7
143;1
144;2
145;4
146;3
147;5
148;4
149;6
150;5
151;6
152;7
153;1
154;2
155;7
156;3
157;1
158;4
159;5
160;6
161;7
162;1
163;2
164;3
165;1
166;2
167;3
168;4
169;5
170;6
171;4
172;7
173;5
174;6
175;1
176;2
177;7
178;1
179;2
180;3
181;4
182;5
183;6
184;7
185;3
186;4
187;5
188;6
189;7
