# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;1
3;2
4;3
5;2
6;4
7;5
8;3
9;4
10;5
11;6
12;1
13;6
14;2
15;1
16;2
17;3
18;3
19;4
20;4
21;5
22;6
23;1
24;5
25;6
26;1
27;2
28;2
29;3
30;3
31;4
32;4
33;5
34;5
35;6
36;6
37;1
38;2
39;3
40;1
41;2
42;4
43;5
44;6
45;1
46;3
47;2
48;4
49;3
50;4
51;5
52;6
53;5
54;1
55;2
56;3
57;4
58;5
59;6
60;6
61;1
62;1
63;2
64;3
65;2
66;3
67;4
68;4
69;5
70;5
71;6
72;6
73;1
74;2
75;1
76;3
77;4
78;2
79;5
80;3
81;4
82;5
83;6
84;1
85;6
86;2
87;1
88;3
89;2
90;3
91;4
92;4
93;5
94;5
95;6
96;6
97;1
98;1
99;2
100;2
101;3
102;4
103;3
104;4
105;5
106;5
107;6
108;6
109;1
110;2
111;1
112;2
113;3
114;4
115;3
116;5
117;4
118;6
119;1
120;2
121;3
122;4
123;5
124;6
125;1
126;5
127;2
128;3
129;4
130;6
131;1
132;5
133;6
134;1
135;2
136;2
137;3
138;4
139;3
140;5
141;6
142;4
143;5
144;6
145;1
146;1
147;2
148;2
149;3
150;3
151;4
152;4
153;5
154;5
155;6
156;6
157;1
158;1
159;2
160;2
161;3
162;3
163;4
164;5
165;6
166;1
167;4
168;5
169;6
170;2
171;3
172;1
173;2
174;3
175;4
176;4
177;5
178;5
179;6
180;6
181;1
182;2
183;3
184;4
185;1
186;2
187;3
188;5
189;6
190;1
191;2
192;4
193;3
194;5
195;6
196;1
197;2
198;4
199;5
200;6
201;1
202;3
203;2
204;4
205;5
206;3
207;6
208;1
209;2
210;4
211;5
212;3
213;4
214;5
215;6
216;6
