# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;7
3;1
4;2
5;2
6;3
7;3
8;4
9;5
10;6
11;7
12;4
13;5
14;1
15;6
16;2
17;7
18;1
19;3
20;2
21;3
22;4
23;4
24;5
25;6
26;5
27;6
28;7
29;6
30;7
31;1
32;1
33;2
34;3
35;2
36;4
37;5
38;3
39;6
40;4
41;5
42;6
43;7
44;7
45;1
46;1
47;2
48;2
49;3
50;4
51;3
52;5
53;4
54;5
55;6
56;7
57;5
58;1
59;6
60;7
61;1
62;2
63;3
64;4
65;5
66;6
67;2
68;7
69;3
70;1
71;4
72;2
73;5
74;6
75;7
76;1
77;2
78;3
79;3
80;4
81;4
82;4
83;5
84;5
85;6
86;6
87;7
88;1
89;2
90;7
91;3
92;1
93;2
94;3
95;4
96;5
97;6
98;4
99;5
100;6
101;7
102;1
103;7
104;1
105;2
106;2
107;3
108;3
109;3
110;4
111;4
112;5
113;6
114;5
115;6
116;7
117;7
118;1
119;1
120;2
121;2
122;3
123;4
124;5
125;3
126;4
127;5
128;6
129;6
130;7
131;1
132;2
133;7
134;1
135;2
136;2
137;3
138;4
139;3
140;4
141;5
142;5
143;6
144;7
145;1
146;6
147;7
148;2
149;3
150;1
151;2
152;4
153;3
154;5
155;6
156;4
157;7
158;5
159;6
160;1
161;7
162;1
163;1
164;2
165;2
166;3
167;4
168;3
169;4
170;5
171;5
172;6
173;7
174;6
175;1
176;7
177;1
178;2
179;3
180;2
181;3
182;4
183;5
184;4
185;5
186;6
187;6
188;7
189;7
