# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;1
4;2
5;3
6;3
7;1
8;1
9;2
10;3
11;2
12;3
13;1
14;2
15;3
16;1
17;2
18;3
19;1
20;2
21;1
22;3
23;2
24;1
25;3
26;2
27;1
28;3
29;1
30;2
31;2
32;3
33;3
34;1
35;2
36;3
37;1
38;2
39;1
40;3
41;2
42;3
43;1
44;2
45;1
46;3
47;1
48;2
49;2
50;3
51;1
52;3
53;1
54;2
55;2
56;3
57;3
58;1
59;2
60;1
61;3
62;1
63;2
64;3
65;2
66;1
67;3
68;1
69;2
70;3
71;2
72;3
73;1
74;2
75;1
76;3
77;1
78;2
79;2
80;3
81;1
82;2
83;3
84;1
85;2
86;3
87;1
88;2
89;3
90;3
91;1
92;1
93;2
94;2
95;3
96;1
97;2
98;3
99;1
100;2
101;3
102;3
103;1
104;2
105;1
106;3
107;2
108;3
