# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;3
4;5
5;4
6;1
7;5
8;1
9;2
10;3
11;4
12;5
13;1
14;2
15;2
16;3
17;3
18;4
19;4
20;3
21;4
22;5
23;1
24;5
25;1
26;2
27;2
28;3
29;3
30;4
31;5
32;4
33;5
34;1
35;2
36;1
37;2
38;1
39;2
40;3
41;4
42;3
43;4
44;5
45;5
46;1
47;1
48;2
49;2
50;3
51;3
52;4
53;4
54;5
55;5
56;4
57;5
58;1
59;1
60;2
61;2
62;3
63;3
64;4
65;4
66;5
67;1
68;5
69;1
70;2
71;2
72;3
73;3
74;4
75;5
76;2
77;1
78;3
79;2
80;3
81;4
82;5
83;1
84;2
85;4
86;5
87;3
88;4
89;5
90;1
