# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;1
3;2
4;2
5;3
6;4
7;3
8;1
9;4
10;1
11;2
12;3
13;2
14;4
15;1
16;2
17;3
18;4
19;3
20;4
21;1
22;2
23;3
24;1
25;2
26;3
27;4
28;4
29;1
30;1
31;2
32;2
33;3
34;3
35;4
36;1
37;2
38;3
39;4
40;4
41;1
42;1
43;2
44;3
45;4
46;1
47;2
48;3
49;2
50;4
51;1
52;2
53;3
54;4
55;3
56;4
57;1
58;2
59;3
60;1
61;4
62;2
63;1
64;2
65;3
66;3
67;4
68;1
69;2
70;3
71;4
72;4
73;1
74;1
75;2
76;3
77;2
78;4
79;3
80;4
81;1
82;1
83;2
84;2
85;3
86;4
87;1
88;2
89;3
90;4
91;1
92;3
93;4
94;1
95;2
96;2
97;3
98;3
99;4
100;1
101;4
102;1
103;2
104;2
105;3
106;4
107;1
108;2
109;3
110;3
111;4
112;1
113;2
114;3
115;4
116;1
117;4
118;1
119;2
120;3
121;4
122;1
123;2
124;2
125;3
126;4
127;1
128;3
129;2
130;4
131;3
132;1
133;2
134;4
135;1
136;3
137;4
138;2
139;3
140;1
141;2
142;4
143;3
144;4
145;1
146;2
147;1
148;2
149;3
150;4
151;3
152;4
153;1
154;2
155;3
156;4
157;1
158;2
159;1
160;3
161;2
162;3
163;4
164;1
165;4
166;1
167;2
168;3
169;4
170;1
171;2
172;2
173;3
174;3
175;4
176;1
177;2
178;4
179;1
180;3
181;2
182;3
183;4
184;4
185;1
186;1
187;2
188;3
189;2
190;4
191;1
192;3
193;4
194;1
195;2
196;3
197;2
198;3
199;4
200;1
201;2
202;4
203;1
204;3
205;2
206;3
207;4
208;1
209;4
210;1
211;2
212;2
213;3
214;4
215;3
216;4
217;1
218;1
219;2
220;3
221;4
222;1
223;2
224;2
225;3
226;4
227;1
228;3
229;4
230;1
231;2
232;2
233;3
234;4
235;3
236;4
237;1
238;1
239;2
240;2
241;3
242;3
243;4
244;1
245;4
246;2
247;1
248;2
249;3
250;4
251;3
252;1
253;4
254;1
255;2
256;2
257;3
258;4
259;3
260;4
261;1
262;2
263;1
264;2
265;3
266;4
267;3
268;1
269;2
270;4
271;1
272;3
273;2
274;3
275;4
276;4
277;1
278;1
279;2
280;3
281;4
282;1
283;2
284;3
285;4
286;2
287;3
288;4
