# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;6
2;6
3;4
4;3
5;3
6;1
7;5
8;4
9;2
10;5
11;5
12;1
13;6
14;6
15;1
16;5
17;2
18;4
19;6
20;6
21;3
22;1
23;2
24;5
25;3
26;5
27;4
28;4
29;2
30;6
31;4
32;3
33;5
34;2
35;1
36;4
37;4
38;3
39;5
40;6
41;2
42;2
43;2
44;6
45;3
46;4
47;1
48;1
49;4
50;5
51;1
52;3
53;6
54;2
55;1
56;6
57;4
58;5
59;3
60;6
61;2
62;3
63;3
64;6
65;1
66;2
67;5
68;4
69;5
70;1
71;5
72;4
73;1
74;2
75;4
76;5
77;2
78;2
79;2
80;5
81;2
82;4
83;6
84;4
85;3
86;1
87;5
88;3
89;1
90;6
91;1
92;3
93;3
94;3
95;6
96;4
97;3
98;1
99;5
100;2
101;1
102;6
103;1
104;2
105;6
106;4
107;3
108;5
