# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;2
4;3
5;4
6;5
7;1
8;3
9;4
10;2
11;5
12;1
13;3
14;2
15;4
16;5
17;1
18;3
19;2
20;4
21;5
22;1
23;2
24;3
25;3
26;4
27;4
28;5
29;1
30;5
31;1
32;2
33;3
34;2
35;3
36;4
37;5
38;1
39;2
40;3
41;4
42;5
43;4
44;1
45;2
46;5
47;3
48;1
49;4
50;2
51;5
52;1
53;3
54;2
55;4
56;3
57;4
58;5
59;1
60;5
61;2
62;1
63;2
64;3
65;4
66;3
67;4
68;5
69;1
70;5
71;1
72;2
73;3
74;4
75;4
76;5
77;1
78;5
79;1
80;2
81;3
82;4
83;2
84;3
85;5
86;4
87;5
88;1
89;2
90;1
91;2
92;3
93;4
94;3
95;5
96;1
97;4
98;2
99;5
100;1
101;2
102;3
103;3
104;4
105;4
106;5
107;5
108;1
109;1
110;2
111;2
112;3
113;4
114;3
115;4
116;5
117;1
118;2
119;3
120;5
121;1
122;4
123;5
124;1
125;2
126;3
127;4
128;5
129;1
130;2
131;2
132;3
133;4
134;5
135;1
136;3
137;4
138;5
139;1
140;2
141;2
142;3
143;3
144;4
145;1
146;5
147;1
148;2
149;3
150;2
151;3
152;4
153;4
154;5
155;1
156;5
157;1
158;2
159;2
160;3
161;3
162;4
163;4
164;5
165;1
166;2
167;5
168;1
169;3
170;2
171;3
172;4
173;5
174;4
175;1
176;2
177;3
178;4
179;5
180;1
181;2
182;5
183;1
184;3
185;2
186;4
187;5
188;1
189;2
190;3
191;3
192;4
193;5
194;1
195;4
196;5
197;2
198;3
199;1
200;2
201;3
202;4
203;4
204;5
205;1
206;2
207;3
208;5
209;1
210;4
211;2
212;5
213;3
214;4
215;1
216;5
217;2
218;3
219;4
220;3
221;5
222;4
223;5
224;1
225;1
226;2
227;3
228;2
229;4
230;3
231;4
232;5
233;1
234;5
235;1
236;2
237;3
238;2
239;3
240;4
241;5
242;1
243;4
244;5
245;1
246;2
247;3
248;4
249;5
250;1
251;2
252;3
253;4
254;2
255;5
256;3
257;1
258;4
259;5
260;1
261;2
262;3
263;4
264;2
265;5
266;3
267;1
268;2
269;3
270;4
271;5
272;4
273;1
274;5
275;1
276;2
277;2
278;3
279;3
280;4
281;4
282;5
283;5
284;1
285;1
286;2
287;3
288;2
289;4
290;5
291;5
292;1
293;1
294;2
295;2
296;3
297;4
298;3
299;5
300;1
301;4
302;5
303;2
304;3
305;1
306;2
307;4
308;3
309;4
310;5
311;1
312;5
313;1
314;2
315;3
316;4
317;2
318;5
319;1
320;3
321;4
322;2
323;5
324;1
325;2
326;3
327;4
328;3
329;4
330;5
331;5
332;1
333;2
334;3
335;4
336;5
337;1
338;2
339;1
340;3
341;2
342;4
343;5
344;1
345;2
346;3
347;3
348;4
349;4
350;5
351;1
352;5
353;2
354;1
355;2
356;3
357;3
358;4
359;5
360;4
