# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;4
2;1
3;1
4;4
5;3
6;3
7;2
8;1
9;2
10;2
11;3
12;4
13;4
14;4
15;2
16;3
17;4
18;1
19;1
20;2
21;2
22;1
23;2
24;4
25;3
26;4
27;3
28;3
29;2
30;2
31;2
32;3
33;1
34;1
35;4
36;1
37;3
38;4
39;1
40;1
41;2
42;2
43;3
44;3
45;4
46;3
47;4
48;2
49;1
50;2
51;2
52;2
53;1
54;4
55;2
56;1
57;4
58;3
59;4
60;1
61;1
62;3
63;4
64;1
65;4
66;1
67;3
68;4
69;3
70;2
71;3
72;4
73;1
74;1
75;4
76;4
77;3
78;2
79;1
80;4
81;3
82;4
83;1
84;2
85;3
86;1
87;2
88;2
89;1
90;3
91;2
92;1
93;4
94;3
95;2
96;4
97;1
98;4
99;2
100;3
101;1
102;3
103;4
104;1
105;2
106;2
107;2
108;3
109;3
110;2
111;3
112;4
113;3
114;4
115;3
116;2
117;2
118;3
119;3
120;2
121;1
122;1
123;3
124;1
125;2
126;1
127;3
128;3
129;3
130;4
131;4
132;1
133;2
134;4
135;2
136;4
137;1
138;4
139;1
140;2
141;4
142;3
143;1
144;4
