# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;2
2;1
3;2
4;5
5;4
6;1
7;3
8;1
9;3
10;6
11;3
12;4
13;5
14;6
15;2
16;2
17;1
18;5
19;5
20;6
21;4
22;5
23;5
24;2
25;1
26;1
27;1
28;6
29;3
30;5
31;1
32;2
33;3
34;2
35;3
36;5
37;4
38;1
39;1
40;3
41;6
42;6
43;5
44;6
45;6
46;2
47;1
48;4
49;6
50;3
51;4
52;6
53;4
54;4
55;6
56;1
57;3
58;3
59;2
60;5
61;3
62;6
63;1
64;2
65;4
66;3
67;2
68;3
69;2
70;6
71;2
72;2
73;5
74;4
75;4
76;5
77;3
78;3
79;5
80;3
81;1
82;4
83;1
84;5
85;6
86;1
87;6
88;4
89;2
90;3
91;3
92;4
93;1
94;3
95;1
96;6
97;3
98;1
99;5
100;6
101;5
102;2
103;6
104;4
105;3
106;6
107;1
108;2
109;4
110;1
111;3
112;5
113;4
114;5
115;5
116;4
117;5
118;6
119;3
120;2
121;4
122;2
123;2
124;6
125;4
126;2
127;5
128;6
129;6
130;6
131;1
132;2
133;3
134;4
135;1
136;4
137;5
138;5
139;5
140;1
141;5
142;1
143;2
144;3
145;4
146;5
147;2
148;3
149;4
150;4
151;2
152;6
153;3
154;2
155;6
156;4
157;5
158;1
159;1
160;2
161;4
162;6
