# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;3
4;2
5;4
6;3
7;4
8;5
9;1
10;2
11;3
12;5
13;4
14;5
15;1
16;1
17;2
18;2
19;3
20;4
21;5
22;1
23;3
24;4
25;2
26;5
27;3
28;1
29;2
30;3
31;4
32;5
33;4
34;5
35;1
36;2
37;3
38;1
39;4
40;2
41;5
42;1
43;2
44;3
45;3
46;4
47;4
48;5
49;5
50;1
51;2
52;1
53;2
54;3
55;3
56;4
57;5
58;1
59;4
60;5
61;1
62;2
63;3
64;2
65;3
66;4
67;4
68;5
69;5
70;1
71;1
72;2
73;4
74;5
75;3
76;1
77;2
78;3
79;4
80;5
81;4
82;5
83;1
84;1
85;2
86;3
87;4
88;2
89;3
90;4
91;5
92;1
93;5
94;2
95;3
96;1
97;4
98;2
99;5
100;1
101;3
102;4
103;2
104;5
105;1
106;2
107;3
108;4
109;5
110;1
111;3
112;4
113;2
114;5
115;3
116;4
117;1
118;5
119;2
120;3
121;1
122;4
123;5
124;1
125;2
126;2
127;3
128;4
129;3
130;5
131;1
132;2
133;4
134;5
135;3
136;4
137;5
138;1
139;1
140;2
141;2
142;3
143;3
144;4
145;1
146;5
147;1
148;2
149;3
150;4
151;2
152;3
153;5
154;1
155;4
156;2
157;3
158;5
159;4
160;5
161;1
162;1
163;2
164;3
165;4
166;5
167;2
168;1
169;3
170;2
171;4
172;5
173;1
174;3
175;2
176;4
177;3
178;5
179;4
180;5
181;1
182;1
183;2
184;3
185;4
186;5
187;2
188;1
189;3
190;4
191;2
192;3
193;4
194;5
195;1
196;5
197;1
198;2
199;2
200;3
201;4
202;5
203;1
204;3
205;2
206;3
207;4
208;5
209;1
210;2
211;4
212;5
213;1
214;3
215;4
216;5
217;2
218;3
219;3
220;4
221;4
222;5
223;1
224;2
225;5
226;1
227;2
228;3
229;4
230;5
231;1
232;2
233;3
234;4
235;5
236;1
237;2
238;3
239;4
240;5
241;1
242;3
243;2
244;3
245;4
246;5
247;1
248;4
249;5
250;2
251;1
252;2
253;3
254;3
255;4
256;4
257;5
258;5
259;1
260;2
261;1
262;2
263;3
264;4
265;5
266;1
267;3
268;2
269;4
270;3
271;4
272;5
273;5
274;1
275;2
276;3
277;4
278;5
279;1
280;1
281;2
282;2
283;3
284;4
285;5
286;1
287;3
288;2
289;5
290;1
291;4
292;5
293;1
294;2
295;2
296;3
297;3
298;4
299;5
300;4
301;5
302;1
303;2
304;1
305;3
306;4
307;2
308;5
309;3
310;1
311;2
312;4
313;5
314;3
315;4
316;5
317;1
318;1
319;2
320;3
321;4
322;5
323;1
324;2
325;3
326;4
327;5
328;2
329;1
330;2
331;3
332;4
333;3
334;5
335;4
336;1
337;2
338;3
339;4
340;5
341;5
342;1
343;2
344;3
345;1
346;4
347;2
348;3
349;5
350;1
351;4
352;2
353;5
354;1
355;2
356;3
357;3
358;4
359;4
360;5
