# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;2
4;3
5;3
6;4
7;4
8;1
9;2
10;1
11;3
12;2
13;3
14;4
15;4
16;1
17;1
18;2
19;2
20;3
21;3
22;4
23;1
24;2
25;3
26;4
27;1
28;1
29;2
30;3
31;4
32;4
33;1
34;2
35;1
36;2
37;3
38;4
39;3
40;4
41;1
42;2
43;3
44;1
45;2
46;3
47;4
48;1
49;4
50;2
51;1
52;2
53;3
54;4
55;3
56;4
57;1
58;2
59;4
60;3
61;4
62;1
63;1
64;2
65;2
66;3
67;4
68;3
69;1
70;2
71;3
72;4
73;4
74;1
75;1
76;2
77;3
78;4
79;1
80;2
81;3
82;3
83;2
84;3
85;4
86;1
87;2
88;3
89;4
90;1
91;4
92;1
93;2
94;2
95;3
96;4
97;3
98;1
99;2
100;4
101;3
102;1
103;4
104;1
105;2
106;3
107;4
108;2
