# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;4
2;1
3;5
4;2
5;3
6;4
7;1
8;5
9;2
10;3
11;4
12;5
13;1
14;1
15;2
16;2
17;3
18;3
19;4
20;5
21;1
22;2
23;4
24;5
25;1
26;3
27;4
28;2
29;5
30;1
31;3
32;4
33;5
34;2
35;3
36;1
37;5
38;1
39;2
40;2
41;3
42;3
43;4
44;5
45;4
46;5
47;1
48;1
49;2
50;2
51;3
52;4
53;5
54;1
55;2
56;3
57;3
58;4
59;5
60;1
61;2
62;4
63;3
64;4
65;5
66;1
67;5
68;1
69;2
70;2
71;3
72;4
73;1
74;2
75;3
76;3
77;4
78;5
79;4
80;1
81;2
82;3
83;4
84;5
85;1
86;5
87;2
88;3
89;4
90;5
91;1
92;1
93;2
94;2
95;3
96;3
97;4
98;5
99;1
100;4
101;5
102;1
103;2
104;2
105;3
106;4
107;3
108;5
109;2
110;4
111;3
112;4
113;5
114;1
115;2
116;5
117;3
118;1
119;2
120;4
121;5
122;1
123;3
124;4
125;5
126;1
127;2
128;2
129;3
130;4
131;3
132;4
133;5
134;1
135;5
136;1
137;2
138;2
139;3
140;3
141;4
142;4
143;5
144;1
145;3
146;5
147;1
148;2
149;4
150;5
151;1
152;3
153;2
154;3
155;4
156;5
157;1
158;4
159;5
160;2
161;1
162;2
163;3
164;3
165;4
166;5
167;1
168;4
169;5
170;2
171;3
172;1
173;2
174;4
175;3
176;5
177;1
178;2
179;4
180;5
