# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;2
2;4
3;1
4;1
5;3
6;3
7;4
8;3
9;2
10;3
11;2
12;2
13;4
14;1
15;2
16;4
17;4
18;3
19;2
20;4
21;4
22;3
23;2
24;1
25;1
26;2
27;3
28;4
29;3
30;4
31;1
32;1
33;1
34;2
35;2
36;4
37;1
38;3
39;2
40;2
41;3
42;4
43;1
44;2
45;3
46;1
47;4
48;1
49;2
50;4
51;4
52;2
53;1
54;3
55;2
56;4
57;3
58;4
59;1
60;1
61;1
62;3
63;2
64;1
65;2
66;1
67;3
68;3
69;4
70;1
71;2
72;4
73;3
74;4
75;1
76;3
77;4
78;1
79;4
80;1
81;2
82;3
83;4
84;2
85;3
86;4
87;2
88;1
89;2
90;3
91;2
92;3
93;4
94;4
95;1
96;1
97;2
98;1
99;3
100;3
101;4
102;2
103;1
104;4
105;3
106;1
107;4
108;2
109;1
110;2
111;3
112;3
113;2
114;2
115;3
116;3
117;4
118;1
119;2
120;3
121;4
122;1
123;4
124;2
125;1
126;4
127;3
128;3
129;4
130;1
131;4
132;3
133;1
134;3
135;4
136;2
137;1
138;3
139;2
140;4
141;1
142;2
143;2
144;3
