# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;1
3;2
4;3
5;4
6;5
7;6
8;1
9;2
10;2
11;3
12;4
13;5
14;3
15;4
16;6
17;1
18;2
19;3
20;5
21;4
22;6
23;1
24;2
25;3
26;4
27;5
28;6
29;5
30;6
31;1
32;1
33;2
34;3
35;2
36;3
37;4
38;5
39;6
40;4
41;1
42;2
43;3
44;5
45;4
46;6
47;1
48;2
49;3
50;4
51;5
52;6
53;5
54;6
55;1
56;2
57;1
58;3
59;2
60;3
61;4
62;5
63;6
64;1
65;4
66;2
67;3
68;4
69;5
70;5
71;6
72;6
73;1
74;1
75;2
76;3
77;2
78;3
79;4
80;4
81;5
82;5
83;6
84;1
85;2
86;3
87;6
88;1
89;4
90;5
91;2
92;3
93;6
94;1
95;4
96;2
97;5
98;6
99;3
100;1
101;4
102;5
103;6
104;1
105;2
106;3
107;2
108;4
109;3
110;5
111;6
112;4
113;5
114;1
115;2
116;3
117;4
118;6
119;5
120;6
121;1
122;1
123;2
124;2
125;3
126;3
127;4
128;5
129;6
130;4
131;1
132;5
133;2
134;6
135;3
136;1
137;4
138;2
139;3
140;4
141;5
142;6
143;5
144;6
145;1
146;1
147;2
148;3
149;4
150;5
151;2
152;3
153;6
154;4
155;5
156;1
157;6
158;1
159;2
160;2
161;3
162;4
163;5
164;6
165;3
166;4
167;5
168;6
169;1
170;1
171;2
172;2
173;3
174;3
175;4
176;5
177;4
178;6
179;1
180;2
181;3
182;4
183;5
184;5
185;6
186;6
187;1
188;2
189;3
190;1
191;4
192;5
193;6
194;2
195;1
196;2
197;3
198;4
199;5
200;3
201;6
202;4
203;5
204;1
205;2
206;6
207;3
208;1
209;2
210;3
211;4
212;5
213;6
214;4
215;5
216;6
217;1
218;2
219;1
220;3
221;4
222;2
223;5
224;3
225;6
226;4
227;1
228;2
229;3
230;4
231;5
232;5
233;6
234;1
235;6
236;1
237;2
238;3
239;4
240;2
241;3
242;5
243;6
244;4
245;1
246;2
247;3
248;4
249;5
250;6
251;1
252;5
253;2
254;6
255;1
256;3
257;2
258;3
259;4
260;5
261;6
262;1
263;2
264;3
265;4
266;5
267;4
268;5
269;6
270;6
271;1
272;1
273;2
274;2
275;3
276;4
277;5
278;6
279;3
280;1
281;2
282;4
283;5
284;3
285;6
286;4
287;5
288;6
289;1
290;1
291;2
292;3
293;4
294;2
295;3
296;4
297;5
298;6
299;5
300;1
301;2
302;3
303;6
304;1
305;2
306;3
307;4
308;4
309;5
310;6
311;5
312;6
313;1
314;2
315;1
316;3
317;4
318;5
319;2
320;6
321;3
322;4
323;5
324;6
325;1
326;2
327;3
328;1
329;4
330;2
331;5
332;3
333;4
334;6
335;1
336;5
337;2
338;6
339;1
340;3
341;4
342;5
343;6
344;1
345;2
346;2
347;3
348;3
349;4
350;5
351;4
352;6
353;1
354;5
355;6
356;2
357;3
358;4
359;5
360;6
361;1
362;2
363;3
364;4
365;1
366;5
367;2
368;6
369;3
370;1
371;4
372;2
373;3
374;5
375;6
376;1
377;4
378;5
379;2
380;6
381;3
382;1
383;4
384;5
385;6
386;1
387;2
388;2
389;3
390;3
391;4
392;5
393;4
394;5
395;6
396;1
397;2
398;6
399;3
400;4
401;1
402;5
403;2
404;6
405;1
406;3
407;2
408;3
409;4
410;4
411;5
412;6
413;1
414;2
415;3
416;5
417;4
418;5
419;6
420;6
421;1
422;1
423;2
424;3
425;2
426;3
427;4
428;4
429;5
430;6
431;5
432;6
