# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;4
2;1
3;5
4;2
5;1
6;3
7;4
8;5
9;2
10;3
11;4
12;5
13;1
14;1
15;2
16;2
17;3
18;3
19;4
20;5
21;4
22;1
23;5
24;2
25;3
26;1
27;2
28;1
29;2
30;3
31;4
32;3
33;5
34;1
35;2
36;4
37;3
38;5
39;4
40;1
41;2
42;3
43;4
44;5
45;1
46;5
47;1
48;2
49;3
50;2
51;3
52;4
53;4
54;5
55;5
56;3
57;4
58;5
59;1
60;2
61;3
62;4
63;5
64;1
65;2
66;3
67;4
68;1
69;5
70;2
71;3
72;4
73;1
74;2
75;3
76;4
77;5
78;1
79;5
80;2
81;1
82;2
83;3
84;5
85;4
86;5
87;1
88;2
89;1
90;2
91;3
92;4
93;3
94;4
95;5
96;1
97;2
98;3
99;4
100;5
101;5
102;1
103;2
104;1
105;3
106;2
107;4
108;3
109;2
110;3
111;4
112;4
113;5
114;1
115;5
116;1
117;2
118;3
119;2
120;3
121;4
122;4
123;5
124;1
125;5
126;1
127;2
128;2
129;3
130;3
131;4
132;4
133;5
134;1
135;5
