# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;3
4;4
5;2
6;1
7;3
8;4
9;1
10;2
11;2
12;3
13;3
14;4
15;4
16;1
17;1
18;2
19;2
20;3
21;3
22;4
23;4
24;1
25;1
26;2
27;3
28;1
29;4
30;1
31;2
32;2
33;3
34;4
35;1
36;3
37;4
38;1
39;2
40;2
41;3
42;3
43;4
44;4
45;1
46;2
47;3
48;4
49;1
50;1
51;2
52;2
53;3
54;4
55;3
56;4
57;4
58;1
59;1
60;2
61;3
62;2
63;3
64;4
65;1
66;2
67;3
68;4
69;4
70;1
71;1
72;2
73;2
74;3
75;4
76;1
77;3
78;4
79;2
80;1
81;3
82;2
83;3
84;3
85;4
86;1
87;2
88;4
89;1
90;2
91;3
92;4
93;3
94;1
95;4
96;2
97;1
98;3
99;4
100;2
101;3
102;4
103;1
104;2
105;1
106;2
107;3
108;4
