# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;3
2;2
3;3
4;3
5;3
6;1
7;4
8;2
9;1
10;2
11;4
12;2
13;3
14;1
15;2
16;3
17;4
18;1
19;1
20;3
21;2
22;2
23;3
24;4
25;3
26;1
27;2
28;4
29;4
30;2
31;1
32;2
33;4
34;3
35;1
36;4
37;1
38;4
39;3
40;4
41;2
42;2
43;4
44;3
45;3
46;3
47;1
48;4
49;2
50;1
51;4
52;2
53;3
54;4
55;1
56;3
57;1
58;3
59;4
60;4
61;4
62;2
63;3
64;3
65;1
66;1
67;2
68;1
69;4
70;2
71;2
72;4
73;3
74;2
75;1
76;2
77;1
78;4
79;4
80;2
81;1
82;2
83;3
84;3
85;4
86;4
87;1
88;2
89;3
90;2
91;3
92;3
93;4
94;1
95;3
96;4
97;3
98;1
99;1
100;4
101;2
102;1
103;1
104;2
105;3
106;2
107;2
108;4
109;3
110;1
111;2
112;1
113;3
114;4
115;1
116;4
117;2
118;2
119;1
120;4
121;1
122;4
123;1
124;2
125;3
126;3
127;2
128;3
129;4
130;1
131;2
132;3
133;4
134;1
135;3
136;4
137;3
138;4
139;2
140;4
141;1
142;1
143;1
144;2
