# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;1
3;2
4;3
5;4
6;5
7;6
8;2
9;1
10;3
11;2
12;4
13;3
14;4
15;5
16;6
17;1
18;2
19;5
20;6
21;1
22;2
23;3
24;3
25;4
26;5
27;6
28;4
29;1
30;2
31;5
32;6
33;3
34;1
35;4
36;5
37;2
38;6
39;1
40;3
41;2
42;4
43;3
44;5
45;6
46;1
47;2
48;3
49;4
50;5
51;4
52;6
53;5
54;6
55;1
56;2
57;3
58;4
59;5
60;6
61;1
62;2
63;3
64;1
65;2
66;3
67;4
68;4
69;5
70;5
71;6
72;6
73;1
74;1
75;2
76;3
77;4
78;2
79;3
80;5
81;6
82;1
83;2
84;4
85;3
86;4
87;5
88;6
89;1
90;5
91;6
92;2
93;3
94;4
95;1
96;5
97;2
98;6
99;3
100;4
101;5
102;1
103;6
104;1
105;2
106;3
107;2
108;3
109;4
110;4
111;5
112;6
113;1
114;2
115;5
116;3
117;6
118;1
119;2
120;4
121;5
122;3
123;4
124;5
125;6
126;6
127;1
128;2
129;3
130;1
131;2
132;4
133;5
134;3
135;6
136;1
137;2
138;4
139;5
140;3
141;4
142;5
143;6
144;6
145;1
146;2
147;1
148;3
149;4
150;2
151;5
152;3
153;6
154;4
155;5
156;6
157;1
158;2
159;1
160;3
161;4
162;5
163;2
164;3
165;4
166;5
167;6
168;1
169;2
170;3
171;6
172;1
173;4
174;2
175;3
176;5
177;6
178;4
179;5
180;6
181;1
182;1
183;2
184;2
185;3
186;4
187;5
188;6
189;1
190;2
191;3
192;4
193;5
194;3
195;4
196;5
197;6
198;6
199;1
200;2
201;1
202;3
203;2
204;4
205;3
206;5
207;4
208;6
209;1
210;5
211;2
212;3
213;6
214;4
215;5
216;6
217;1
218;2
219;1
220;2
221;3
222;4
223;3
224;4
225;5
226;6
227;5
228;6
229;1
230;1
231;2
232;2
233;3
234;4
235;3
236;4
237;5
238;6
239;1
240;5
241;2
242;6
243;3
244;1
245;2
246;4
247;5
248;6
249;1
250;3
251;4
252;2
253;3
254;4
255;5
256;6
257;5
258;1
259;6
260;2
261;3
262;4
263;1
264;2
265;3
266;4
267;5
268;6
269;5
270;1
271;6
272;2
273;3
274;4
275;5
276;1
277;6
278;1
279;2
280;2
281;3
282;3
283;4
284;5
285;6
286;4
287;5
288;6
289;1
290;1
291;2
292;2
293;3
294;3
295;4
296;4
297;5
298;6
299;5
300;6
301;1
302;1
303;2
304;3
305;2
306;3
307;4
308;4
309;5
310;5
311;6
312;1
313;6
314;2
315;1
316;2
317;3
318;3
319;4
320;4
321;5
322;6
323;1
324;2
325;5
326;3
327;6
328;1
329;2
330;3
331;4
332;5
333;6
334;4
335;5
336;1
337;2
338;6
339;1
340;2
341;3
342;4
343;5
344;3
345;6
346;1
347;4
348;5
349;2
350;3
351;6
352;1
353;2
354;3
355;4
356;4
357;5
358;5
359;6
360;6
361;1
362;2
363;1
364;3
365;2
366;4
367;5
368;6
369;3
370;4
371;1
372;2
373;5
374;6
375;1
376;3
377;4
378;2
379;3
380;5
381;6
382;4
383;5
384;6
385;1
386;1
387;2
388;2
389;3
390;3
391;4
392;5
393;6
394;4
395;1
396;2
397;3
398;4
399;5
400;6
401;5
402;1
403;2
404;6
405;1
406;2
407;3
408;4
409;5
410;3
411;6
412;4
413;1
414;5
415;6
416;2
417;3
418;4
419;1
420;5
421;6
422;2
423;1
424;2
425;3
426;3
427;4
428;4
429;5
430;6
431;5
432;6
