# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;5
2;1
3;1
4;2
5;2
6;3
7;4
8;3
9;4
10;5
11;1
12;5
13;2
14;1
15;3
16;2
17;3
18;4
19;3
20;4
21;4
22;5
23;5
24;1
25;2
26;1
27;2
28;3
29;3
30;4
31;5
32;4
33;1
34;5
35;2
36;1
37;1
38;2
39;3
40;2
41;3
42;4
43;5
44;4
45;5
46;1
47;1
48;2
49;2
50;3
51;3
52;4
53;4
54;5
55;4
56;5
57;1
58;2
59;3
60;4
61;5
62;1
63;2
64;5
65;3
66;4
67;5
68;1
69;1
70;2
71;2
72;3
73;2
74;3
75;3
76;4
77;4
78;5
79;5
80;1
81;2
82;3
83;1
84;2
85;4
86;3
87;5
88;4
89;1
90;5
