# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;3
4;4
5;2
6;3
7;5
8;4
9;5
10;1
11;1
12;2
13;2
14;3
15;3
16;4
17;4
18;5
19;1
20;2
21;3
22;4
23;5
24;1
25;2
26;5
27;1
28;3
29;2
30;4
31;5
32;1
33;3
34;2
35;3
36;4
37;5
38;4
39;5
40;1
41;1
42;2
43;2
44;3
45;3
46;4
47;4
48;5
49;1
50;5
51;1
52;2
53;3
54;4
55;5
56;1
57;2
58;3
59;2
60;3
61;4
62;4
63;5
64;1
65;2
66;5
67;3
68;1
69;4
70;5
71;1
72;2
73;3
74;4
75;5
76;4
77;5
78;1
79;2
80;1
81;2
82;3
83;4
84;3
85;4
86;5
87;5
88;1
89;2
90;3
91;1
92;2
93;3
94;4
95;4
96;5
97;5
98;1
99;1
100;2
101;3
102;4
103;5
104;2
105;1
106;2
107;3
108;3
109;4
110;4
111;5
112;1
113;5
114;2
115;3
116;1
117;2
118;4
119;5
120;1
121;2
122;3
123;3
124;4
125;5
126;1
127;2
128;4
129;5
130;3
131;1
132;2
133;4
134;5
135;1
136;2
137;3
138;4
139;3
140;5
141;1
142;2
143;3
144;4
145;1
146;5
147;2
148;3
149;1
150;4
151;5
152;2
153;3
154;1
155;4
156;2
157;5
158;3
159;4
160;5
161;1
162;1
163;2
164;2
165;3
166;3
167;4
168;4
169;5
170;1
171;5
172;1
173;2
174;2
175;3
176;3
177;4
178;5
179;4
180;1
181;2
182;3
183;5
184;4
185;1
186;2
187;5
188;3
189;1
190;2
191;3
192;4
193;5
194;4
195;5
196;1
197;1
198;2
199;3
200;4
201;2
202;3
203;4
204;5
205;5
206;1
207;1
208;2
209;2
210;3
211;3
212;4
213;5
214;4
215;5
216;1
217;2
218;3
219;4
220;5
221;3
222;4
223;5
224;1
225;1
226;2
227;3
228;2
229;4
230;3
231;4
232;5
233;5
234;1
235;1
236;2
237;2
238;3
239;4
240;5
241;3
242;4
243;5
244;1
245;2
246;1
247;2
248;3
249;3
250;4
251;4
252;5
253;5
254;1
255;2
256;3
257;1
258;2
259;4
260;3
261;4
262;5
263;1
264;2
265;3
266;5
267;1
268;4
269;2
270;3
271;5
272;1
273;4
274;5
275;2
276;3
277;1
278;2
279;4
280;3
281;5
282;4
283;1
284;5
285;1
286;2
287;2
288;3
289;5
290;4
291;1
292;5
293;1
294;2
295;3
296;2
297;3
298;4
299;5
300;4
301;5
302;1
303;2
304;3
305;4
306;1
307;5
308;1
309;2
310;2
311;3
312;3
313;4
314;4
315;5
316;1
317;5
318;1
319;2
320;2
321;3
322;4
323;5
324;1
325;3
326;2
327;3
328;4
329;5
330;1
331;4
332;5
333;1
334;2
335;2
336;3
337;4
338;5
339;1
340;3
341;2
342;3
343;4
344;4
345;5
346;1
347;5
348;2
349;3
350;1
351;2
352;4
353;3
354;5
355;1
356;2
357;4
358;5
359;3
360;4
