# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;3
3;4
4;2
5;1
6;4
7;1
8;2
9;3
10;4
11;1
12;2
13;1
14;2
15;2
16;1
17;2
18;3
19;3
20;2
21;4
22;1
23;1
24;4
25;3
26;3
27;2
28;4
29;1
30;2
31;3
32;2
33;4
34;3
35;4
36;2
37;1
38;2
39;3
40;1
41;2
42;3
43;4
44;1
45;2
46;2
47;3
48;3
49;4
50;1
51;4
52;1
53;3
54;3
55;3
56;4
57;1
58;3
59;4
60;1
61;2
62;2
63;1
64;1
65;4
66;4
67;1
68;2
69;3
70;3
71;4
72;2
73;1
74;3
75;2
76;3
77;4
78;2
79;4
80;1
81;4
82;3
83;2
84;3
85;3
86;1
87;4
88;2
89;3
90;4
91;1
92;3
93;1
94;4
95;4
96;1
97;2
98;3
99;4
100;1
101;2
102;2
103;3
104;4
105;1
106;3
107;2
108;4
109;3
110;3
111;2
112;1
113;2
114;3
115;4
116;1
117;2
118;2
119;3
120;4
121;2
122;1
123;2
124;3
125;4
126;1
127;2
128;1
129;3
130;4
131;1
132;4
133;1
134;2
135;3
136;4
137;4
138;1
139;4
140;4
141;3
142;1
143;4
144;2
