# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;1
3;2
4;2
5;3
6;3
7;4
8;4
9;5
10;5
11;6
12;1
13;6
14;1
15;2
16;3
17;2
18;4
19;5
20;3
21;4
22;5
23;6
24;1
25;6
26;1
27;2
28;2
29;3
30;4
31;5
32;3
33;4
34;5
35;6
36;6
37;1
38;2
39;1
40;3
41;2
42;3
43;4
44;4
45;5
46;5
47;6
48;1
49;6
50;2
51;3
52;1
53;4
54;5
55;2
56;6
57;3
58;1
59;4
60;2
61;3
62;5
63;6
64;4
65;1
66;5
67;2
68;6
69;3
70;4
71;5
72;6
73;1
74;1
75;2
76;3
77;4
78;5
79;2
80;6
81;1
82;2
83;3
84;3
85;4
86;5
87;6
88;1
89;4
90;2
91;3
92;5
93;6
94;1
95;4
96;5
97;2
98;3
99;6
100;4
101;1
102;5
103;2
104;6
105;3
106;4
107;5
108;6
109;1
110;2
111;1
112;3
113;2
114;4
115;3
116;4
117;5
118;6
119;1
120;5
121;6
122;2
123;3
124;4
125;1
126;2
127;5
128;6
129;1
130;3
131;4
132;5
133;6
134;2
135;1
136;2
137;3
138;4
139;5
140;3
141;6
142;4
143;5
144;6
145;1
146;2
147;1
148;3
149;2
150;3
151;4
152;4
153;5
154;6
155;5
156;1
157;6
158;1
159;2
160;3
161;2
162;3
163;4
164;5
165;6
166;4
167;1
168;2
169;5
170;6
171;3
172;1
173;2
174;3
175;4
176;4
177;5
178;6
179;5
180;6
181;1
182;1
183;2
184;3
185;2
186;3
187;4
188;4
189;5
190;5
191;6
192;6
193;1
194;2
195;1
196;2
197;3
198;3
199;4
200;4
201;5
202;5
203;6
204;6
205;1
206;2
207;3
208;4
209;1
210;2
211;5
212;3
213;4
214;5
215;6
216;6
