# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;4
2;5
3;5
4;2
5;3
6;1
7;1
8;1
9;5
10;1
11;2
12;1
13;4
14;6
15;1
16;3
17;6
18;5
19;1
20;2
21;4
22;6
23;3
24;6
25;4
26;5
27;4
28;6
29;3
30;4
31;1
32;3
33;3
34;4
35;2
36;5
37;3
38;2
39;6
40;5
41;1
42;2
43;2
44;4
45;3
46;1
47;3
48;6
49;5
50;5
51;4
52;6
53;4
54;3
55;2
56;1
57;1
58;2
59;4
60;2
61;6
62;5
63;6
64;4
65;5
66;6
67;2
68;3
69;3
70;2
71;1
72;6
73;4
74;2
75;1
76;1
77;3
78;5
79;6
80;1
81;5
82;4
83;5
84;6
85;2
86;5
87;2
88;4
89;6
90;3
91;2
92;3
93;1
94;5
95;3
96;6
97;4
98;4
99;3
100;3
101;4
102;6
103;2
104;5
105;1
106;5
107;6
108;2
