# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;4
2;5
3;1
4;2
5;3
6;1
7;4
8;5
9;2
10;3
11;4
12;5
13;1
14;2
15;3
16;1
17;4
18;5
19;2
20;3
21;4
22;5
23;1
24;2
25;1
26;2
27;3
28;3
29;1
30;4
31;5
32;2
33;1
34;3
35;2
36;4
37;5
38;1
39;3
40;4
41;5
42;2
43;1
44;2
45;3
46;3
47;4
48;5
49;1
50;2
51;3
52;4
53;4
54;5
55;5
56;3
57;4
58;1
59;5
60;1
61;2
62;2
63;3
64;4
65;3
66;5
67;4
68;1
69;5
70;1
71;2
72;3
73;4
74;5
75;1
76;2
77;3
78;4
79;5
80;1
81;2
82;2
83;3
84;5
85;1
86;2
87;4
88;5
89;1
90;3
91;4
92;2
93;5
94;1
95;2
96;3
97;3
98;4
99;5
100;4
101;1
102;2
103;5
104;3
105;1
106;4
107;2
108;3
109;2
110;4
111;3
112;5
113;4
114;1
115;2
116;5
117;1
118;3
119;4
120;5
121;2
122;1
123;2
124;3
125;4
126;3
127;5
128;4
129;1
130;5
131;1
132;2
133;3
134;4
135;5
