# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;1
3;2
4;3
5;4
6;1
7;2
8;3
9;2
10;3
11;4
12;4
13;1
14;1
15;2
16;3
17;2
18;3
19;4
20;1
21;4
22;2
23;1
24;3
25;4
26;2
27;3
28;4
29;1
30;1
31;2
32;3
33;4
34;2
35;3
36;4
37;1
38;2
39;1
40;3
41;2
42;3
43;4
44;1
45;2
46;4
47;1
48;2
49;3
50;3
51;4
52;4
53;1
54;2
55;3
56;1
57;2
58;3
59;4
60;1
61;4
62;2
63;3
64;4
65;1
66;2
67;1
68;3
69;2
70;4
71;3
72;4
73;1
74;2
75;3
76;1
77;4
78;1
79;2
80;2
81;3
82;3
83;4
84;1
85;2
86;3
87;4
88;1
89;4
90;2
91;1
92;2
93;3
94;4
95;3
96;4
97;1
98;2
99;3
100;4
101;1
102;1
103;2
104;2
105;3
106;4
107;3
108;4
109;1
110;1
111;2
112;3
113;4
114;2
115;1
116;3
117;2
118;3
119;4
120;4
121;1
122;2
123;1
124;2
125;3
126;3
127;4
128;4
129;1
130;1
131;2
132;3
133;2
134;4
135;1
136;3
137;2
138;4
139;3
140;4
141;1
142;2
143;3
144;4
145;1
146;2
147;3
148;4
149;1
150;1
151;2
152;3
153;2
154;3
155;4
156;4
157;1
158;2
159;1
160;3
161;2
162;3
163;4
164;1
165;4
166;1
167;2
168;3
169;2
170;3
171;4
172;1
173;2
174;4
175;3
176;1
177;2
178;3
179;4
180;4
181;1
182;2
183;1
184;2
185;3
186;3
187;4
188;1
189;4
190;1
191;2
192;3
193;2
194;4
195;3
196;1
197;2
198;4
199;1
200;3
201;4
202;1
203;2
204;3
205;2
206;4
207;1
208;3
209;4
210;1
211;2
212;3
213;2
214;3
215;4
216;4
217;1
218;2
219;3
220;4
221;1
222;2
223;1
224;2
225;3
226;4
227;3
228;1
229;2
230;3
231;4
232;4
233;1
234;1
235;2
236;2
237;3
238;4
239;1
240;3
241;4
242;2
243;1
244;2
245;3
246;4
247;1
248;3
249;4
250;2
251;3
252;4
253;1
254;1
255;2
256;2
257;3
258;4
259;3
260;4
261;1
262;2
263;1
264;3
265;4
266;1
267;2
268;2
269;3
270;4
271;3
272;4
273;1
274;1
275;2
276;2
277;3
278;3
279;4
280;4
281;1
282;1
283;2
284;3
285;2
286;4
287;3
288;4
