# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;4
3;5
4;1
5;2
6;2
7;3
8;4
9;5
10;3
11;4
12;5
13;1
14;2
15;3
16;4
17;1
18;5
19;2
20;1
21;3
22;4
23;2
24;5
25;1
26;2
27;3
28;3
29;4
30;5
31;1
32;2
33;1
34;2
35;3
36;4
37;5
38;1
39;2
40;3
41;4
42;3
43;4
44;5
45;1
46;5
47;2
48;3
49;1
50;2
51;4
52;3
53;5
54;4
55;3
56;5
57;1
58;2
59;4
60;3
61;4
62;5
63;5
64;1
65;1
66;2
67;2
68;3
69;4
70;3
71;4
72;5
73;1
74;5
75;1
76;2
77;2
78;3
79;4
80;5
81;1
82;2
83;5
84;1
85;3
86;2
87;4
88;3
89;4
90;5
91;5
92;1
93;1
94;2
95;3
96;2
97;3
98;4
99;4
100;5
101;5
102;1
103;2
104;3
105;4
106;1
107;2
108;3
109;4
110;5
111;1
112;2
113;3
114;2
115;3
116;4
117;5
118;1
119;4
120;5
121;2
122;1
123;3
124;2
125;4
126;5
127;3
128;1
129;4
130;2
131;5
132;3
133;4
134;1
135;5
