# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;1
3;2
4;2
5;3
6;1
7;3
8;2
9;3
10;1
11;1
12;2
13;3
14;2
15;3
16;1
17;2
18;3
19;1
20;1
21;2
22;2
23;3
24;1
25;2
26;3
27;1
28;3
29;2
30;1
31;3
32;1
33;2
34;2
35;3
36;3
37;1
38;2
39;1
40;3
41;1
42;2
43;3
44;2
45;3
46;1
47;2
48;3
49;1
50;2
51;3
52;1
53;1
54;2
55;3
56;2
57;1
58;3
59;2
60;1
61;2
62;3
63;3
64;1
65;2
66;1
67;3
68;1
69;2
70;2
71;3
72;3
73;1
74;2
75;1
76;3
77;2
78;3
79;1
80;2
81;3
82;1
83;1
84;2
85;3
86;2
87;3
88;1
89;2
90;1
91;2
92;3
93;1
94;2
95;3
96;1
97;3
98;2
99;3
100;1
101;1
102;2
103;2
104;3
105;1
106;2
107;3
108;3
