# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;2
2;1
3;3
4;2
5;1
6;3
7;1
8;2
9;3
10;2
11;1
12;3
13;2
14;3
15;1
16;2
17;1
18;3
19;1
20;2
21;3
22;2
23;2
24;3
25;2
26;3
27;1
28;2
29;3
30;1
31;1
32;2
33;3
34;2
35;3
36;1
37;1
38;2
39;2
40;3
41;1
42;1
43;2
44;3
45;1
46;3
47;2
48;2
49;3
50;1
51;2
52;3
53;3
54;1
55;1
56;3
57;1
58;1
59;2
60;3
61;2
62;1
63;3
64;2
65;1
66;2
67;3
68;1
69;2
70;3
71;3
72;1
73;1
74;2
75;3
76;2
77;1
78;3
79;1
80;2
81;3
