# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;5
2;1
3;2
4;1
5;3
6;4
7;2
8;3
9;5
10;1
11;4
12;2
13;5
14;1
15;2
16;3
17;4
18;3
19;3
20;4
21;4
22;5
23;5
24;1
25;2
26;3
27;4
28;5
29;1
30;1
31;2
32;2
33;3
34;4
35;5
36;1
37;1
38;2
39;3
40;2
41;4
42;5
43;3
44;1
45;4
46;2
47;3
48;5
49;4
50;1
51;5
52;2
53;3
54;4
55;4
56;5
57;1
58;5
59;1
60;2
61;2
62;3
63;3
64;4
65;4
66;5
67;5
68;1
69;1
70;2
71;3
72;2
73;3
74;4
75;5
76;2
77;1
78;2
79;3
80;3
81;4
82;5
83;4
84;5
85;1
86;2
87;3
88;4
89;5
90;1
