# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;5
2;1
3;2
4;1
5;3
6;4
7;2
8;5
9;1
10;3
11;4
12;5
13;1
14;2
15;3
16;2
17;4
18;3
19;4
20;5
21;1
22;2
23;3
24;4
25;3
26;4
27;5
28;5
29;1
30;1
31;2
32;2
33;3
34;4
35;5
36;1
37;2
38;1
39;2
40;3
41;4
42;3
43;5
44;4
45;1
46;2
47;3
48;5
49;1
50;2
51;4
52;3
53;4
54;5
55;4
56;5
57;1
58;2
59;3
60;5
61;4
62;1
63;2
64;3
65;4
66;5
67;1
68;5
69;1
70;2
71;2
72;3
73;2
74;3
75;4
76;3
77;4
78;5
79;1
80;5
81;1
82;2
83;3
84;4
85;2
86;5
87;3
88;4
89;1
90;5
