# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;4
3;2
4;3
5;5
6;1
7;2
8;4
9;5
10;1
11;2
12;3
13;3
14;4
15;5
16;1
17;2
18;4
19;5
20;1
21;3
22;2
23;3
24;4
25;5
26;1
27;2
28;3
29;4
30;1
31;2
32;3
33;4
34;5
35;5
36;1
37;2
38;3
39;1
40;4
41;2
42;5
43;1
44;2
45;3
46;3
47;4
48;5
49;4
50;1
51;2
52;5
53;3
54;4
55;3
56;5
57;4
58;1
59;5
60;2
61;3
62;1
63;4
64;5
65;1
66;2
67;2
68;3
69;4
70;5
71;3
72;4
73;1
74;5
75;2
76;3
77;4
78;5
79;1
80;1
81;2
82;5
83;1
84;2
85;3
86;4
87;5
88;2
89;1
90;3
91;4
92;5
93;1
94;2
95;3
96;4
97;5
98;2
99;3
100;4
101;5
102;1
103;2
104;1
105;3
106;2
107;3
108;4
109;2
110;4
111;5
112;3
113;4
114;5
115;1
116;1
117;2
118;2
119;3
120;4
121;3
122;5
123;4
124;1
125;5
126;2
127;3
128;1
129;2
130;4
131;3
132;4
133;5
134;1
135;5
