# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;2
4;3
5;4
6;5
7;3
8;4
9;1
10;5
11;1
12;2
13;3
14;4
15;2
16;5
17;3
18;1
19;4
20;5
21;1
22;2
23;2
24;3
25;4
26;5
27;1
28;3
29;2
30;3
31;4
32;5
33;1
34;2
35;4
36;3
37;4
38;5
39;5
40;1
41;2
42;1
43;3
44;4
45;2
46;5
47;1
48;3
49;4
50;5
51;2
52;3
53;1
54;2
55;3
56;4
57;5
58;4
59;1
60;2
61;5
62;3
63;1
64;4
65;2
66;3
67;5
68;4
69;1
70;5
71;1
72;2
73;4
74;3
75;4
76;5
77;1
78;5
79;2
80;3
81;4
82;5
83;1
84;2
85;3
86;4
87;1
88;5
89;2
90;1
91;3
92;2
93;3
94;4
95;5
96;4
97;5
98;1
99;1
100;2
101;3
102;4
103;5
104;2
105;1
106;2
107;3
108;4
109;5
110;1
111;2
112;3
113;3
114;4
115;5
116;1
117;2
118;4
119;5
120;3
121;1
122;4
123;5
124;2
125;3
126;1
127;4
128;5
129;2
130;3
131;4
132;5
133;1
134;1
135;2
136;3
137;4
138;2
139;5
140;3
141;4
142;1
143;2
144;3
145;1
146;2
147;3
148;5
149;4
150;1
151;5
152;1
153;2
154;2
155;3
156;3
157;4
158;5
159;4
160;1
161;2
162;5
163;1
164;3
165;2
166;4
167;5
168;3
169;4
170;5
171;1
172;1
173;2
174;2
175;3
176;4
177;3
178;5
179;4
180;5
181;1
182;1
183;2
184;2
185;3
186;4
187;3
188;4
189;5
190;1
191;5
192;2
193;1
194;2
195;3
196;3
197;4
198;4
199;5
200;1
201;2
202;3
203;5
204;1
205;4
206;5
207;2
208;3
209;1
210;4
211;5
212;2
213;3
214;4
215;5
216;1
217;3
218;4
219;2
220;3
221;5
222;4
223;5
224;1
225;2
226;1
227;2
228;3
229;3
230;4
231;5
232;1
233;4
234;2
235;5
236;1
237;2
238;3
239;3
240;4
241;4
242;5
243;5
244;1
245;2
246;3
247;1
248;2
249;3
250;4
251;5
252;4
253;1
254;2
255;5
256;1
257;3
258;2
259;3
260;4
261;5
262;4
263;1
264;5
265;1
266;2
267;2
268;3
269;3
270;4
271;4
272;5
273;1
274;5
275;1
276;2
277;3
278;2
279;3
280;4
281;5
282;1
283;2
284;3
285;4
286;5
287;1
288;2
289;5
290;4
291;5
292;1
293;1
294;2
295;2
296;3
297;3
298;4
299;5
300;1
301;4
302;2
303;5
304;3
305;4
306;5
307;1
308;2
309;1
310;3
311;2
312;3
313;4
314;5
315;1
316;2
317;3
318;4
319;4
320;5
321;1
322;5
323;2
324;3
325;4
326;5
327;1
328;1
329;2
330;3
331;2
332;3
333;4
334;5
335;1
336;4
337;2
338;3
339;4
340;5
341;1
342;5
343;1
344;2
345;2
346;3
347;3
348;4
349;5
350;1
351;4
352;5
353;1
354;2
355;3
356;2
357;4
358;3
359;4
360;5
