# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;2
2;3
3;1
4;2
5;4
6;3
7;4
8;5
9;1
10;2
11;5
12;1
13;3
14;4
15;2
16;5
17;3
18;4
19;1
20;2
21;3
22;5
23;1
24;4
25;2
26;3
27;4
28;5
29;5
30;1
31;2
32;3
33;4
34;5
35;1
36;1
37;2
38;2
39;3
40;4
41;5
42;1
43;2
44;3
45;4
46;5
47;1
48;2
49;3
50;3
51;4
52;5
53;1
54;4
55;5
56;1
57;2
58;3
59;2
60;3
61;4
62;4
63;5
64;1
65;5
66;1
67;2
68;3
69;4
70;5
71;1
72;2
73;3
74;4
75;4
76;5
77;5
78;1
79;2
80;1
81;3
82;4
83;2
84;3
85;4
86;5
87;1
88;2
89;5
90;1
91;2
92;3
93;4
94;3
95;5
96;1
97;4
98;2
99;3
100;5
101;1
102;2
103;4
104;3
105;5
106;4
107;5
108;1
109;1
110;2
111;2
112;3
113;4
114;5
115;3
116;4
117;1
118;5
119;2
120;3
121;4
122;1
123;2
124;3
125;5
126;4
127;5
128;1
129;2
130;1
131;3
132;2
133;3
134;4
135;4
136;5
137;5
138;1
139;2
140;3
141;1
142;4
143;2
144;3
145;5
146;1
147;2
148;1
149;2
150;3
151;4
152;5
153;1
154;3
155;2
156;3
157;4
158;4
159;5
160;1
161;2
162;5
163;3
164;1
165;4
166;5
167;1
168;2
169;3
170;2
171;4
172;5
173;3
174;1
175;2
176;3
177;4
178;5
179;4
180;1
181;2
182;5
183;1
184;2
185;3
186;3
187;4
188;4
189;5
190;5
191;1
192;1
193;2
194;2
195;3
196;4
197;5
198;3
199;1
200;4
201;2
202;3
203;4
204;5
205;5
206;1
207;2
208;1
209;2
210;3
211;3
212;4
213;5
214;4
215;1
216;5
217;3
218;2
219;4
220;3
221;4
222;5
223;1
224;5
225;1
226;2
227;3
228;2
229;4
230;5
231;3
232;1
233;2
234;3
235;4
236;4
237;5
238;1
239;5
240;1
241;2
242;3
243;4
244;5
245;1
246;2
247;3
248;2
249;3
250;4
251;4
252;5
253;5
254;1
255;1
256;2
257;2
258;3
259;4
260;5
261;1
262;3
263;4
264;5
265;1
266;2
267;3
268;2
269;3
270;4
271;5
272;4
273;1
274;2
275;3
276;4
277;5
278;1
279;2
280;5
281;1
282;3
283;4
284;5
285;1
286;2
287;2
288;3
289;4
290;5
291;5
292;1
293;1
294;2
295;2
296;3
297;3
298;4
299;4
300;5
301;5
302;1
303;1
304;2
305;2
306;3
307;3
308;4
309;5
310;1
311;4
312;5
313;1
314;2
315;3
316;2
317;3
318;4
319;5
320;4
321;1
322;2
323;5
324;1
325;2
326;3
327;3
328;4
329;4
330;5
331;1
332;5
333;1
334;2
335;2
336;3
337;4
338;5
339;1
340;2
341;3
342;3
343;4
344;5
345;1
346;2
347;3
348;4
349;4
350;5
351;1
352;5
353;1
354;2
355;3
356;2
357;4
358;3
359;4
360;5
