# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;3
2;1
3;2
4;1
5;2
6;2
7;3
8;4
9;1
10;2
11;4
12;2
13;3
14;1
15;3
16;4
17;3
18;1
19;2
20;4
21;1
22;3
23;2
24;3
25;4
26;4
27;4
28;4
29;4
30;1
31;2
32;3
33;1
34;1
35;2
36;1
37;3
38;4
39;1
40;1
41;2
42;3
43;3
44;2
45;3
46;4
47;1
48;2
49;3
50;4
51;4
52;1
53;2
54;2
55;2
56;4
57;3
58;4
59;2
60;3
61;1
62;4
63;1
64;1
65;2
66;3
67;1
68;3
69;4
70;1
71;4
72;3
73;1
74;2
75;2
76;3
77;4
78;4
79;4
80;2
81;3
82;1
83;4
84;2
85;3
86;1
87;1
88;3
89;2
90;2
91;3
92;3
93;4
94;4
95;4
96;2
97;1
98;3
99;3
100;2
101;1
102;4
103;1
104;1
105;2
106;3
107;2
108;1
109;1
110;2
111;3
112;4
113;1
114;3
115;4
116;1
117;2
118;2
119;4
120;3
121;4
122;3
123;4
124;1
125;2
126;3
127;3
128;3
129;4
130;1
131;2
132;4
133;3
134;4
135;1
136;2
137;3
138;2
139;1
140;4
141;2
142;1
143;2
144;4
