# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;4
4;5
5;1
6;3
7;4
8;2
9;3
10;4
11;5
12;1
13;5
14;1
15;2
16;2
17;3
18;3
19;4
20;5
21;1
22;4
23;5
24;2
25;1
26;3
27;4
28;5
29;2
30;3
31;4
32;5
33;1
34;2
35;3
36;1
37;2
38;5
39;1
40;3
41;2
42;3
43;4
44;4
45;5
46;1
47;2
48;5
49;1
50;2
51;3
52;3
53;4
54;4
55;5
56;1
57;5
58;2
59;1
60;3
61;2
62;3
63;4
64;5
65;4
66;1
67;5
68;2
69;3
70;1
71;2
72;4
73;3
74;1
75;4
76;5
77;2
78;1
79;3
80;4
81;2
82;3
83;5
84;4
85;1
86;2
87;3
88;4
89;5
90;5
91;1
92;1
93;2
94;2
95;3
96;3
97;4
98;4
99;5
100;1
101;2
102;3
103;5
104;4
105;5
106;1
107;2
108;3
109;2
110;4
111;3
112;5
113;4
114;1
115;2
116;3
117;4
118;5
119;5
120;1
121;2
122;1
123;3
124;4
125;5
126;1
127;2
128;3
129;2
130;3
131;4
132;4
133;5
134;1
135;5
136;2
137;1
138;3
139;4
140;5
141;1
142;2
143;3
144;4
145;5
146;1
147;3
148;4
149;2
150;3
151;4
152;5
153;1
154;2
155;3
156;5
157;1
158;4
159;2
160;3
161;4
162;5
163;5
164;1
165;1
166;2
167;2
168;3
169;3
170;4
171;4
172;5
173;1
174;2
175;5
176;1
177;3
178;2
179;4
180;5
