# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;1
4;3
5;4
6;2
7;3
8;4
9;1
10;1
11;2
12;3
13;4
14;1
15;2
16;2
17;3
18;4
19;3
20;1
21;2
22;4
23;1
24;3
25;2
26;4
27;3
28;1
29;2
30;4
31;1
32;2
33;3
34;4
35;3
36;1
37;4
38;2
39;3
40;1
41;2
42;3
43;4
44;4
45;1
46;1
47;2
48;2
49;3
50;3
51;4
52;4
53;1
54;1
55;2
56;3
57;4
58;1
59;2
60;3
61;2
62;3
63;4
64;1
65;2
66;3
67;4
68;1
69;4
70;2
71;3
72;4
73;1
74;1
75;2
76;2
77;3
78;4
79;1
80;2
81;3
82;3
83;4
84;1
85;2
86;4
87;1
88;3
89;4
90;2
91;1
92;2
93;3
94;3
95;4
96;1
97;2
98;4
99;3
100;1
101;2
102;3
103;4
104;1
105;4
106;1
107;2
108;3
109;4
110;1
111;2
112;2
113;3
114;3
115;4
116;1
117;4
118;2
119;1
120;3
121;2
122;4
123;3
124;1
125;4
126;2
127;1
128;3
129;4
130;2
131;3
132;4
133;1
134;2
135;3
136;1
137;2
138;3
139;4
140;1
141;2
142;3
143;4
144;4
145;1
146;2
147;3
148;4
149;1
150;2
151;1
152;2
153;3
154;4
155;1
156;2
157;3
158;3
159;4
160;4
161;1
162;2
163;3
164;4
165;1
166;1
167;2
168;3
169;2
170;3
171;4
172;1
173;4
174;2
175;1
176;3
177;2
178;3
179;4
180;1
181;2
182;4
183;1
184;2
185;3
186;3
187;4
188;4
189;1
190;1
191;2
192;2
193;3
194;3
195;4
196;4
197;1
198;1
199;2
200;2
201;3
202;3
203;4
204;4
205;1
206;1
207;2
208;3
209;2
210;3
211;4
212;1
213;2
214;3
215;4
216;4
217;1
218;2
219;3
220;1
221;4
222;1
223;2
224;3
225;4
226;1
227;2
228;2
229;3
230;4
231;3
232;1
233;4
234;1
235;2
236;2
237;3
238;3
239;4
240;4
241;1
242;2
243;3
244;4
245;1
246;2
247;3
248;1
249;2
250;4
251;1
252;3
253;2
254;3
255;4
256;4
257;1
258;1
259;2
260;3
261;4
262;2
263;1
264;3
265;4
266;1
267;2
268;2
269;3
270;4
271;3
272;4
273;1
274;1
275;2
276;3
277;2
278;3
279;4
280;1
281;4
282;2
283;3
284;1
285;2
286;3
287;4
288;4
