# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;1
4;3
5;2
6;1
7;2
8;3
9;1
10;3
11;2
12;1
13;2
14;3
15;1
16;3
17;2
18;1
19;2
20;3
21;1
22;2
23;3
24;3
25;1
26;2
27;1
28;2
29;3
30;1
31;3
32;2
33;1
34;3
35;2
36;3
37;1
38;1
39;2
40;2
41;3
42;1
43;2
44;3
45;1
46;3
47;2
48;1
49;3
50;2
51;3
52;1
53;2
54;3
55;1
56;2
57;3
58;1
59;1
60;2
61;2
62;3
63;3
64;1
65;2
66;1
67;3
68;2
69;3
70;1
71;2
72;3
73;1
74;2
75;1
76;3
77;1
78;2
79;2
80;3
81;1
82;3
83;1
84;2
85;2
86;3
87;1
88;2
89;3
90;1
91;2
92;3
93;3
94;1
95;2
96;1
97;2
98;3
99;1
100;2
101;3
102;3
103;1
104;2
105;3
106;1
107;2
108;3
