# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;1
3;2
4;3
5;4
6;2
7;5
8;3
9;4
10;5
11;6
12;1
13;6
14;2
15;3
16;4
17;1
18;2
19;5
20;3
21;6
22;4
23;5
24;6
25;1
26;2
27;3
28;4
29;1
30;2
31;5
32;3
33;4
34;5
35;6
36;6
37;1
38;2
39;3
40;1
41;4
42;2
43;3
44;5
45;4
46;5
47;6
48;1
49;2
50;3
51;4
52;6
53;1
54;2
55;5
56;3
57;4
58;5
59;6
60;1
61;6
62;2
63;3
64;4
65;1
66;2
67;3
68;5
69;4
70;6
71;5
72;6
73;1
74;1
75;2
76;3
77;4
78;2
79;3
80;5
81;6
82;4
83;5
84;1
85;6
86;2
87;1
88;2
89;3
90;3
91;4
92;5
93;4
94;6
95;5
96;1
97;2
98;6
99;3
100;4
101;1
102;5
103;2
104;3
105;4
106;5
107;6
108;6
109;1
110;1
111;2
112;3
113;2
114;3
115;4
116;5
117;6
118;1
119;2
120;3
121;4
122;4
123;5
124;6
125;5
126;1
127;6
128;1
129;2
130;2
131;3
132;4
133;5
134;3
135;6
136;1
137;4
138;5
139;6
140;2
141;3
142;4
143;5
144;6
145;1
146;2
147;1
148;3
149;2
150;4
151;5
152;6
153;3
154;1
155;4
156;2
157;3
158;4
159;5
160;6
161;5
162;1
163;2
164;6
165;3
166;4
167;1
168;2
169;5
170;3
171;6
172;4
173;1
174;2
175;3
176;5
177;4
178;5
179;6
180;6
181;1
182;1
183;2
184;3
185;4
186;5
187;2
188;3
189;4
190;6
191;5
192;6
193;1
194;2
195;3
196;1
197;4
198;5
199;6
200;2
201;1
202;2
203;3
204;3
205;4
206;5
207;6
208;4
209;1
210;2
211;3
212;4
213;5
214;6
215;5
216;6
