# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;2
2;1
3;3
4;2
5;3
6;4
7;1
8;2
9;4
10;3
11;1
12;2
13;4
14;1
15;3
16;4
17;1
18;2
19;2
20;3
21;3
22;4
23;1
24;2
25;3
26;4
27;1
28;4
29;1
30;1
31;2
32;2
33;3
34;3
35;4
36;1
37;4
38;1
39;2
40;2
41;3
42;3
43;4
44;4
45;1
46;1
47;2
48;2
49;3
50;4
51;3
52;1
53;2
54;4
55;3
56;4
57;1
58;2
59;4
60;1
61;2
62;3
63;4
64;1
65;3
66;2
67;4
68;1
69;2
70;3
71;3
72;4
73;4
74;1
75;1
76;2
77;2
78;3
79;3
80;4
81;1
82;3
83;2
84;3
85;4
86;4
87;1
88;1
89;2
90;2
91;3
92;4
93;3
94;1
95;2
96;3
97;4
98;1
99;2
100;3
101;4
102;1
103;4
104;1
105;2
106;3
107;4
108;2
