# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;3
4;2
5;4
6;1
7;2
8;3
9;3
10;4
11;1
12;2
13;3
14;4
15;1
16;4
17;1
18;2
19;3
20;2
21;4
22;3
23;4
24;1
25;1
26;2
27;3
28;1
29;4
30;1
31;2
32;2
33;3
34;3
35;4
36;4
37;1
38;1
39;2
40;2
41;3
42;4
43;1
44;3
45;2
46;3
47;4
48;1
49;4
50;1
51;2
52;3
53;2
54;4
55;4
56;3
57;4
58;1
59;2
60;1
61;3
62;2
63;3
64;4
65;4
66;1
67;1
68;2
69;2
70;3
71;3
72;4
73;4
74;1
75;2
76;1
77;2
78;3
79;3
80;4
81;1
82;3
83;2
84;4
85;1
86;3
87;2
88;4
89;3
90;1
91;4
92;1
93;2
94;2
95;3
96;3
97;4
98;1
99;4
100;2
101;1
102;2
103;3
104;4
105;3
106;1
107;2
108;4
