# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;4
2;3
3;1
4;4
5;2
6;3
7;1
8;3
9;3
10;4
11;1
12;1
13;2
14;4
15;3
16;4
17;2
18;1
19;4
20;2
21;2
22;2
23;2
24;4
25;2
26;1
27;2
28;3
29;3
30;1
31;1
32;3
33;4
34;4
35;4
36;2
37;4
38;4
39;4
40;3
41;4
42;3
43;4
44;1
45;2
46;1
47;1
48;3
49;1
50;1
51;2
52;3
53;4
54;2
55;1
56;2
57;3
58;1
59;2
60;3
61;4
62;2
63;1
64;4
65;1
66;3
67;2
68;4
69;2
70;3
71;3
72;2
73;1
74;3
75;4
76;4
77;2
78;1
79;1
80;3
81;4
82;4
83;1
84;4
85;2
86;2
87;1
88;1
89;4
90;3
91;4
92;1
93;1
94;2
95;3
96;2
97;4
98;3
99;2
100;2
101;3
102;1
103;3
104;2
105;1
106;3
107;2
108;4
109;3
110;1
111;1
112;1
113;2
114;2
115;3
116;4
117;3
118;4
119;1
120;2
121;2
122;3
123;4
124;4
125;4
126;3
127;4
128;4
129;1
130;3
131;2
132;3
133;1
134;4
135;3
136;2
137;1
138;3
139;1
140;2
141;1
142;2
143;3
144;3
