# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;3
4;4
5;4
6;5
7;5
8;1
9;2
10;3
11;1
12;2
13;3
14;4
15;5
16;1
17;4
18;5
19;1
20;2
21;3
22;2
23;4
24;5
25;1
26;3
27;2
28;3
29;4
30;4
31;5
32;5
33;1
34;2
35;1
36;3
37;2
38;3
39;5
40;1
41;4
42;5
43;2
44;3
45;1
46;2
47;4
48;3
49;4
50;5
51;1
52;2
53;3
54;5
55;4
56;1
57;2
58;3
59;4
60;5
61;1
62;5
63;1
64;2
65;2
66;3
67;4
68;5
69;3
70;1
71;4
72;2
73;1
74;3
75;4
76;5
77;1
78;2
79;3
80;2
81;4
82;5
83;3
84;4
85;5
86;1
87;1
88;2
89;3
90;2
91;4
92;5
93;3
94;4
95;1
96;5
97;1
98;2
99;3
100;4
101;2
102;3
103;4
104;5
105;5
106;1
107;2
108;3
109;4
110;2
111;3
112;5
113;4
114;5
115;1
116;1
117;2
118;3
119;2
120;4
121;5
122;1
123;2
124;3
125;4
126;5
127;3
128;1
129;4
130;2
131;3
132;4
133;5
134;1
135;5
136;2
137;3
138;1
139;4
140;2
141;3
142;5
143;4
144;1
145;3
146;4
147;5
148;1
149;5
150;1
151;2
152;3
153;4
154;5
155;2
156;3
157;1
158;4
159;5
160;2
161;1
162;3
163;4
164;5
165;2
166;3
167;4
168;5
169;1
170;1
171;2
172;3
173;2
174;3
175;4
176;4
177;5
178;5
179;1
180;2
