# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;3
4;1
5;2
6;3
7;1
8;2
9;3
10;1
11;1
12;2
13;2
14;3
15;3
16;1
17;1
18;2
19;3
20;2
21;1
22;2
23;3
24;3
25;1
26;1
27;2
28;2
29;3
30;1
31;3
32;1
33;2
34;3
35;2
36;3
37;1
38;2
39;3
40;1
41;1
42;2
43;3
44;2
45;1
46;3
47;2
48;3
49;1
50;1
51;2
52;2
53;3
54;1
55;3
56;2
57;1
58;3
59;2
60;1
61;3
62;2
63;3
64;1
65;2
66;3
67;1
68;2
69;1
70;3
71;2
72;3
73;1
74;1
75;2
76;3
77;2
78;1
79;3
80;2
81;3
82;1
83;2
84;3
85;1
86;1
87;2
88;2
89;3
90;1
91;2
92;3
93;3
94;1
95;1
96;2
97;2
98;3
99;1
100;3
101;1
102;2
103;2
104;3
105;1
106;3
107;2
108;3
