# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;2
2;3
3;1
4;3
5;2
6;2
7;1
8;3
9;1
10;2
11;3
12;1
13;1
14;2
15;3
16;3
17;3
18;3
19;1
20;2
21;3
22;2
23;3
24;1
25;1
26;2
27;1
28;2
29;3
30;1
31;1
32;2
33;2
34;3
35;1
36;3
37;3
38;2
39;3
40;3
41;2
42;2
43;3
44;2
45;1
46;1
47;2
48;2
49;1
50;2
51;1
52;2
53;3
54;1
55;3
56;1
57;2
58;3
59;1
60;3
61;2
62;3
63;1
64;1
65;2
66;2
67;3
68;1
69;1
70;2
71;3
72;2
73;2
74;3
75;1
76;2
77;3
78;1
79;1
80;1
81;3
